"PC","gene","contribution_pct","loading","TAIR10_locus_tag","Athal_common_name","Athal_homology_pct","Athal_TAIR10_homolog_description"
4,"Vitvi07g01990",0.31419770197368,-0.0560533408436713,"AT1G75280","",46.624,"NP_565107.1 NmrA-like negative transcriptioNAl regulator family protein [Arabidopsis thaliana]"
4,"Vitvi13g01159",0.312878295786145,-0.0559355250074713,"AT5G65940","CHY1",52.419,"NP_201395.1 beta-hydroxyisobutyryl-CoA hydrolase 1 [Arabidopsis thaliana]"
4,"Vitvi06g04173",0.306329004612791,0.0553469967218449,"AT2G29150","",66.406,"NP_180479.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]"
4,"Vitvi18g04176",0.298696776025988,0.0546531587400021,"AT1G49760","PAB8",77.778,"NP_564554.1 poly(A) binding protein 8 [Arabidopsis thaliana]"
4,"Vitvi12g04185",0.29476986369377,0.0542927125582955,"AT4G03230","",45.814,"NP_001329572.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]"
4,"Vitvi05g01931",0.291405042944171,-0.0539819454025297,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi07g02577",0.286139598684781,-0.0534920179732248,"AT5G09520","PELPK2",37.168,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi07g04602",0.275607925546824,-0.0524983738364174,"AT5G09520","PELPK2",38.835,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi07g04276",0.27292460487758,0.0522421864854046,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi13g00221",0.264597017356547,-0.0514389946787986,"AT3G55090","ABCG16",71.2,"NP_191069.2 ABC-2 type transporter family protein [Arabidopsis thaliana]"
4,"Vitvi03g01834",0.262724450292849,-0.0512566532552457,"AT1G17840","ABCG11",52.73,"NP_173226.2 white-brown complex-like protein [Arabidopsis thaliana]"
4,"Vitvi04g00997",0.259421352060727,0.0509334224317125,"AT5G33370","",77.551,"NP_198322.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi04g01674",0.257820627297638,-0.0507760403436147,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi19g00680",0.254409499457551,0.0504390225378675,"AT4G13710","",65.312,"NP_567409.1 Pectin lyase-like superfamily protein [Arabidopsis thaliana]"
4,"Vitvi13g00143",0.247799511367469,-0.0497794647789095,"AT5G05340","PRX52",76.431,"NP_196153.1 Peroxidase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi15g04604",0.245719259592558,0.0495700776267858,"AT2G22590","",44,"NP_565540.4 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi05g01231",0.242247792344089,0.0492186745396591,"AT4G03500","",33.077,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
4,"Vitvi03g04392",0.239718671395243,-0.0489610734558836,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi03g01755",0.232271239654768,-0.0481945266243759,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi03g04396",0.231762143169269,-0.0481416808149932,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi12g01610",0.230679255124055,-0.0480290802664443,"AT2G13810","ALD1",69.773,"NP_565359.1 AGD2-like defense response protein 1 [Arabidopsis thaliana]"
4,"Vitvi18g02605",0.23025402913594,-0.0479847922925524,"AT5G09530","PELPK1",50.442,"NP_196515.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi03g04364",0.22807966560799,-0.0477576868794951,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi12g02561",0.222552269096183,-0.047175445848045,"AT5G09520","PELPK2",38.636,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi18g03383",0.220854520690318,0.0469951615265144,"AT5G17680","",39.983,"NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]"
4,"Vitvi17g00078",0.219394765382176,-0.0468395949365679,"AT5G41040","RWP1",75.236,"NP_851111.1 HXXXD-type acyl-transferase family protein [Arabidopsis thaliana]"
4,"Vitvi18g02848",0.212777695716497,-0.0461278327820088,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi04g00193",0.206552829459431,-0.0454480835084859,"AT1G19250","FMO1",62.906,"NP_173359.3 flavin-dependent monooxygeNAse 1 [Arabidopsis thaliana]"
4,"Vitvi03g04246",0.206240276888346,-0.0454136848194843,"AT2G14580","PRB1",64.744,"NP_179064.1 basic pathogenesis-related protein 1 [Arabidopsis thaliana]"
4,"Vitvi13g00549",0.20078652400118,-0.0448092093214307,"AT2G28500","LBD11",72.321,"NP_180417.2 LOB domain-containing protein 11 [Arabidopsis thaliana]"
4,"Vitvi12g01584",0.198744368785215,-0.0445807546801549,"AT5G09520","PELPK2",36,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi15g01496",0.191709918032382,-0.0437846911639653,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi12g02559",0.189494413388822,-0.0435309560415139,"AT5G09520","PELPK2",38.843,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi04g00156",0.187682813959689,-0.0433223745840055,"AT5G35550","TT2",46.809,"NP_198405.1 Duplicated homeodomain-like superfamily protein [Arabidopsis thaliana]"
4,"Vitvi03g01185",0.184990827665557,-0.0430105600597756,"AT1G17840","ABCG11",51.415,"NP_173226.2 white-brown complex-like protein [Arabidopsis thaliana]"
4,"Vitvi05g00170",0.184850009504356,-0.0429941867587184,"AT2G47180","GolS1",75.394,"NP_182240.1 galactinol synthase 1 [Arabidopsis thaliana]"
