gene,baseMean,log2FC_MLE,log2FC_apeglm,lfcSE_apeglm,statistic_zero_null,pvalue_zero_null,padj_zero_null,pvalue_threshold_test,padj_threshold_test,FSOS_svalue,DE_primary_threshold_test,DE_zero_null_plus_effect_filter,DE_primary,leading_signal,genotype,timing,Athal.common.NAme,TAIR10,Athaliana_TAIR10_homolog
Vitvi08g01011,563.279580713657,1.23596910566202,1.14395876805972,0.354511700021281,3.65081724960766,0.0002614071975208,0.0028233352556437,0.242898962793352,1.0,0.0846871892705441,False,True,True,False,Rpv12+1,24,,NP_181237.1,NP_181237.1 TCP family transcription factor [Arabidopsis thaliana]
Vitvi02g00370,45.4131193030415,-3.26148276106076,-2.74305477490086,0.938781607506823,-3.80927616713269,0.0001393742154194,0.0028620939947703,0.0041295334874025,0.175451288783464,0.0063670358354203,False,True,True,False,Rpv12+1,6,,NP_176498.1,NP_176498.1 GRAS family transcription factor [Arabidopsis thaliana]
Vitvi05g01103,1756.49628457436,1.57246958221056,1.3729812966279,0.465538582350115,3.60747981922568,0.000309185577727,0.0029731053446068,0.094535782814485,0.871374750755501,0.0649198136469363,False,True,True,False,Rpv12+1,0,,NP_187390.1,NP_187390.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi11g01153,1254.77061743559,1.54701380077274,1.33353776230152,0.459902723678258,3.59454983322279,0.0003249529460706,0.0030957234259076,0.101862736270207,0.90818926997012,0.0716474689510848,False,True,True,False,Rpv12+1,0,,NP_568850.1,NP_568850.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi18g02011,31.7803932818326,-3.00238770744345,-2.48288198341233,0.906729286413637,-3.60967880958649,0.0003065763811671,0.0031989901424968,0.0080338207086061,0.168125372733143,0.0099785372859206,False,True,True,False,Rpv12+1,24,NAC090,NP_197630.1,NP_197630.1 NAC domain containing protein 90 [Arabidopsis thaliana]
Vitvi07g04668,278.964445046672,-1.14128012776255,-1.00739645270248,0.331877990694035,-3.57599943240054,0.0003488924070824,0.003283160176044,0.32899994604462,1.0,0.180652402263404,False,True,True,False,Rpv12+1,0,,NP_001189863.1,NP_001189863.1 TCP-1/cpn60 chaperonin family protein [Arabidopsis thaliana]
Vitvi08g01649,67.8968846162469,4.02045969391505,3.4789860194006,1.08284669939087,3.76322067525839,0.0001677390619642,0.003301285339425,0.0023491319901563,0.11229169403531,0.002154738590144,False,True,True,False,Rpv12+1,6,bHLH38,NP_191256.1,NP_191256.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi07g03055,51.3679519857937,1.93483284413974,1.59967603342403,0.596509790283805,3.56069542730402,0.0003698739113209,0.0034412521458054,0.0426813852370522,0.556581433906306,0.045226634887087,False,True,True,False,Rpv12+1,0,MYB84,NP_190538.1,NP_190538.1 myb domain protein 84 [Arabidopsis thaliana]
Vitvi19g00270,1347.92948373565,1.98273107208014,1.69301316176478,0.560026682500554,3.74189773334103,0.0001826358410659,0.003539614625767,0.0318228687988069,0.717015008534013,0.0257561914518285,False,True,True,False,Rpv12+1,6,RD26,NP_567773.1,NP_567773.1 NAC (No Apical Meristem) domain transcriptioNAl regulator superfamily protein [Arabidopsis thaliana]
Vitvi09g04100,1199.9899038771,-1.2719263762053,-1.10810853450412,0.367292387363938,-3.57516059081091,0.0003500129851268,0.0035723690702301,0.222333203694586,1.0,0.0964702660555237,False,True,True,False,Rpv12+1,24,Cpn60beta2,NP_187956.1,NP_187956.1 TCP-1/cpn60 chaperonin family protein [Arabidopsis thaliana]
Vitvi15g00889,15.3809099584576,-4.98533026046152,-3.9960154986807,1.59076442898857,-3.57133277283413,0.0003551692894593,0.0036137643935578,0.0021611090443783,0.0583410232114485,0.005114883141995,False,True,True,False,Rpv12+1,24,NST1,NP_182200.2,NP_182200.2 NAC (No Apical Meristem) domain transcriptioNAl regulator superfamily protein [Arabidopsis thaliana]
Vitvi11g00165,131.553810422224,-1.75285251837704,-1.47960179442656,0.528533528916074,-3.56672014326763,0.0003614771559405,0.0036662623358386,0.062772196732074,0.78044576725966,0.039846962327833,False,True,True,False,Rpv12+1,24,,NP_001330357.1,NP_001330357.1 basic helix-loop-helix (bHLH) DNA-binding family protein [Arabidopsis thaliana]
Vitvi08g01052,66.1464499381139,3.09758509393189,2.45600543187376,1.05353424471145,3.5294590941192,0.0004164100730776,0.0037868876191736,0.0084248682587914,0.192982599633736,0.021718584659307,False,True,True,False,Rpv12+1,0,NAC025,NP_564771.1,NP_564771.1 NAC domain containing protein 25 [Arabidopsis thaliana]
Vitvi11g01650,563.355082003194,1.69839115567477,1.43971121453777,0.520775068207401,3.52646045898977,0.0004211540478821,0.0038173477276031,0.0735143611216236,0.757409284198721,0.0605395509544398,False,True,True,False,Rpv12+1,0,,NP_001118345.1,NP_001118345.1 transcription factor/transcription regulator [Arabidopsis thaliana]
Vitvi02g00231,25.4573707880999,4.14224889132842,3.09981100526903,1.57283932267699,3.52359877279206,0.0004257283857472,0.0038494623110965,0.0037654649682413,0.110675054049692,0.023525075255573,False,True,True,False,Rpv12+1,0,,NP_567195.1,NP_567195.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi10g00663,174.52317290298,2.16543618589346,1.75584116193562,0.718008796112994,3.51467922913571,0.0004402854558859,0.0039499169616693,0.0292724327119231,0.442111759417549,0.0415341417171493,False,True,True,False,Rpv12+1,0,AG,NP_567569.3,"NP_567569.3 K-box region and MADS-box transcription factor family protein, partial [Arabidopsis thaliana]"
Vitvi12g02204,56.1339795100125,2.15486383339209,1.78701692248433,0.676970383256667,3.49847238342525,0.00046793154661,0.0041482409436076,0.0304000391278625,0.453383479786633,0.0336531161924295,False,True,True,False,Rpv12+1,0,,NP_181364.2,NP_181364.2 myb-like HTH transcriptioNAl regulator family protein [Arabidopsis thaliana]
Vitvi19g01784,4594.41946645825,2.20304621259468,1.86162215233933,0.665922574983863,3.48725433891148,0.0004880070236502,0.0042800074883046,0.0284337750546414,0.435496460222867,0.0253109533401669,False,True,True,False,Rpv12+1,0,ERF4,NP_188139.1,NP_188139.1 ethylene responsive element binding factor 4 [Arabidopsis thaliana]
Vitvi12g00019,63.3635526961746,2.59488953019162,2.11067581186447,0.819988143559447,3.65349661596172,0.0002586931995393,0.0046686673236229,0.0123670102080197,0.383430824040675,0.020530339633249,False,True,True,False,Rpv12+1,6,SHP1,NP_191437.1,NP_191437.1 K-box region and MADS-box transcription factor family protein [Arabidopsis thaliana]
Vitvi07g00523,8485.95144271294,1.87469925177059,1.5867072689862,0.547423893629188,3.63690032677517,0.0002759386456921,0.0048956791043433,0.0448569472777118,0.873075062379214,0.0344507560700075,False,True,True,False,Rpv12+1,6,WRKY47,NP_192081.1,NP_192081.1 WRKY family transcription factor [Arabidopsis thaliana]
Vitvi18g01872,10.7938703621893,3.25412462880859,2.63776033080214,1.06710393211927,3.43970725405328,0.0005823437160306,0.0049318046710659,0.0085970771822722,0.196068824769886,0.0159843033714866,False,True,True,False,Rpv12+1,0,HB31,NP_973826.1,NP_973826.1 homeobox protein 31 [Arabidopsis thaliana]
Vitvi15g00579,2985.65151348025,-1.62030220605901,-1.38936627211106,0.476487532027443,-3.4342042366688,0.0005942962311811,0.0050054981030353,0.0943019476160991,0.870139205534228,0.0631977612646225,False,True,True,False,Rpv12+1,0,HAT3,NP_191598.1,NP_191598.1 homeobox-leucine zipper protein 3 [Arabidopsis thaliana]
Vitvi07g00078,878.042702970996,-1.1607942490386,-1.01083850976162,0.34288526473871,-3.41920468557363,0.0006280446365516,0.0052236690297392,0.317881437869211,1.0,0.178733336516558,False,True,True,False,Rpv12+1,0,HSFA6B,NP_188922.1,NP_188922.1 heat shock transcription factor A6B [Arabidopsis thaliana]
Vitvi04g00092,364.862196660396,-1.37075810191387,-1.17733608314225,0.414695917243604,-3.38339625635463,0.0007159525084878,0.0057820046562177,0.180061751224564,1.0,0.10956470003486,False,True,True,False,Rpv12+1,0,HSFA2,NP_180184.1,NP_180184.1 heat shock transcription factor A2 [Arabidopsis thaliana]
Vitvi04g00157,9.87197850527154,-5.35702427525677,-4.3415292205531,2.27102682491763,-3.36467522460393,0.000766338064946,0.0068107880836981,0.0031366477164766,0.0796617161313721,0.0145602567964689,False,True,True,False,Rpv12+1,24,MYB32,NP_195225.1,NP_195225.1 myb domain protein 32 [Arabidopsis thaliana]
Vitvi18g02472,8014.81506036901,2.03295491005843,1.67868999898691,0.631195965024115,3.50332779166205,0.0004594836502758,0.0072288736232492,0.0375332407145721,0.788102806904439,0.034217999271037,False,True,True,False,Rpv12+1,6,,NP_001117322.1,NP_001117322.1 PLATZ transcription factor family protein [Arabidopsis thaliana]
Vitvi13g01916,897.947979210668,1.32939544996211,1.12241825556681,0.431067648722832,3.29690166566376,0.0009775772121362,0.0074012268586931,0.206992520882186,1.0,0.131795201075131,False,True,True,False,Rpv12+1,0,WRKY70,NP_191199.1,NP_191199.1 WRKY DNA-binding protein 70 [Arabidopsis thaliana]
Vitvi17g00578,154.601592065425,-1.22390158062189,-1.06628228113844,0.371519496007433,-3.28094020066199,0.0010346167720829,0.0077403033091517,0.274180497681766,1.0,0.150627284201886,False,True,True,False,Rpv12+1,0,PYE,NP_190348.1,NP_190348.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi14g01161,70.0007761415145,-1.76213313533838,-1.42099766618964,0.576959844060139,-3.43871908691938,0.0005844733866291,0.0087215574186615,0.0684722411260617,1.0,0.0589290364536336,False,True,True,False,Rpv12+1,6,,NP_198646.1,NP_198646.1 homeobox Hox-B3-like protein [Arabidopsis thaliana]
Vitvi14g02915,162.137193382081,1.36286486444747,1.13421088721845,0.456009643130061,3.22559159307309,0.0012571260382423,0.009016173821874,0.195220280586946,1.0,0.129628601176262,False,True,True,False,Rpv12+1,0,,NP_564236.1,NP_564236.1 myb-like transcription factor family protein [Arabidopsis thaliana]
Vitvi12g00226,184.656327946329,2.98463069940567,2.17477029377808,1.2089765024444,3.2221078538827,0.0012725122436229,0.0091000324046142,0.0160834551471913,0.298599789350871,0.0485184355577735,False,True,True,False,Rpv12+1,0,BZIP61,NP_191371.1,NP_191371.1 Basic-leucine zipper (bZIP) transcription factor family protein [Arabidopsis thaliana]
Vitvi08g04002,240.021388372175,1.7240411246018,1.3760325776138,0.605603306301472,3.20714736914383,0.0013405830206172,0.0094632101134459,0.0890068337175389,0.846050059308539,0.0840066515723918,False,True,True,False,Rpv12+1,0,SCR,NP_190990.1,NP_190990.1 GRAS family transcription factor [Arabidopsis thaliana]
Vitvi12g00632,12.4368283193128,5.00145219332066,3.91766508445808,1.84222158182612,3.1912999983374,0.0014163413257672,0.0098931060112284,0.0054007559419324,0.142274294748249,0.0139851789885825,False,True,True,False,Rpv12+1,0,MYB102,NP_567626.1,NP_567626.1 MYB-like 102 [Arabidopsis thaliana]
Vitvi15g01161,32.3918042607666,3.03322907436825,2.13942033725744,1.27309879800123,3.17446216652693,0.0015011445903657,0.0103446708051054,0.0166848389982119,0.306072021987536,0.056143885018145,False,True,True,False,Rpv12+1,0,MYB17,NP_191684.1,NP_191684.1 myb domain protein 17 [Arabidopsis thaliana]
Vitvi18g00843,109.980584996994,3.16212557287713,2.26598042055348,1.32767744369777,3.1730665893015,0.0015083792449073,0.0103677017484573,0.0150331313400705,0.285272565123795,0.0503608410201721,False,True,True,False,Rpv12+1,0,MYB70,NP_179910.1,NP_179910.1 myb domain protein 70 [Arabidopsis thaliana]
Vitvi18g01165,206.182521524703,2.39986942447924,1.69103813327752,1.00651751115475,3.16733322581031,0.0015384392318541,0.0105426951087506,0.0323381225155551,0.469844798360759,0.0763015564501217,False,True,True,False,Rpv12+1,0,FD,NP_195315.3,NP_195315.3 Basic-leucine zipper (bZIP) transcription factor family protein [Arabidopsis thaliana]
Vitvi01g01677,6.21982632556438,-3.05213954535022,-2.19435956361184,1.20234965243017,-3.16510304048358,0.0015502803948601,0.0106090855021597,0.0166779585407839,0.306072021987536,0.0465667085110083,False,True,True,False,Rpv12+1,0,SEP3,NP_850953.1,NP_850953.1 K-box region and MADS-box transcription factor family protein [Arabidopsis thaliana]
Vitvi19g00147,205.634947419395,3.22446924180044,2.40407944391921,1.42414754409122,3.16165540489507,0.0015687508602925,0.0106998189906329,0.0146038893080099,0.280634454835434,0.0475033629363624,False,True,True,False,Rpv12+1,0,BZIP61,NP_191371.1,NP_191371.1 Basic-leucine zipper (bZIP) transcription factor family protein [Arabidopsis thaliana]
Vitvi08g01843,875.455214953867,1.99649457482607,1.61719070876099,0.648492941462386,3.35970897943923,0.0007802461552158,0.0108260836568155,0.0467807580986065,0.895199598464849,0.0424628063208573,False,True,True,False,Rpv12+1,6,NAC047,NP_001118568.1,NP_001118568.1 NAC domain containing protein 47 [Arabidopsis thaliana]
Vitvi11g00339,787.19844950261,1.37466853578917,1.11029223022544,0.460607710637784,3.31634262333314,0.0009120393900804,0.0121583416813544,0.183030711141765,1.0,0.115990131355907,False,True,True,False,Rpv12+1,6,HSFC1,NP_189095.1,NP_189095.1 heat shock transcription factor C1 [Arabidopsis thaliana]
Vitvi11g00499,7.08818023168193,-3.95714040631224,-3.04430918781535,1.39312305673252,-3.15331199083597,0.0016142917585036,0.012474809210319,0.0092644301769774,0.189186751756092,0.0146906735320283,False,True,True,False,Rpv12+1,24,MYB82,NP_680426.1,NP_680426.1 myb domain protein 82 [Arabidopsis thaliana]
Vitvi10g02253,511.149273170477,1.91481666896733,1.47142192183839,0.715590670737131,3.09337310766059,0.0019789516225796,0.0127293608809063,0.0697211940669294,0.735571967121847,0.078664817374563,False,True,True,False,Rpv12+1,0,,NP_193829.2,NP_193829.2 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi01g01844,1045.45442680575,1.34731557692843,1.10437717999126,0.437886789638944,3.29202346105658,0.0009946931342749,0.0130391130463352,0.1980438962013,1.0,0.116196107626424,False,True,True,False,Rpv12+1,6,WRKY57,NP_974112.1,NP_974112.1 WRKY DNA-binding protein 57 [Arabidopsis thaliana]
Vitvi14g02946,99.2082612359473,2.75255730989972,2.01437106811096,1.12449187719433,3.06626077843585,0.0021675417774879,0.0136203970137465,0.0254662883417928,0.405214499229293,0.0550138998004051,False,True,True,False,Rpv12+1,0,,NP_198740.2,NP_198740.2 transcription factor UPBEAT-like protein [Arabidopsis thaliana]
Vitvi05g02121,2060.58073747517,-1.30698725303782,-1.09830369166881,0.425949448591538,-3.06518731427751,0.0021753370956315,0.0136572642431247,0.235776046879208,1.0,0.140218474026175,False,True,True,False,Rpv12+1,0,IBH1,NP_181834.1,NP_181834.1 ILI1 binding bHLH 1 [Arabidopsis thaliana]
Vitvi14g01987,1822.71315586485,1.40058830520568,1.13311199710732,0.498098276732788,3.04585576713691,0.0023201910626121,0.0143258714332114,0.191833937594619,1.0,0.134345687646286,False,True,True,False,Rpv12+1,0,MYB106,NP_001326423.1,NP_001326423.1 myb domain protein 106 [Arabidopsis thaliana]
Vitvi12g00625,167.936980863041,1.87798485599771,1.43365006588467,0.705817045838029,3.04508644957298,0.0023261343686867,0.0143517771868186,0.0772795526833049,0.779263067651934,0.0845932907701651,False,True,True,False,Rpv12+1,0,MYB15,NP_188966.1,NP_188966.1 myb domain protein 15 [Arabidopsis thaliana]
Vitvi04g01992,9.02619520456995,-2.79406661301356,-2.1062419582225,1.0074742684601,-3.04319832082448,0.0023407801156273,0.014431296028177,0.0253665647292938,0.405214499229293,0.0383622015698336,False,True,True,False,Rpv12+1,0,EEL,NP_001323981.1,NP_001323981.1 Basic-leucine zipper (bZIP) transcription factor family protein [Arabidopsis thaliana]
Vitvi08g01623,267.390168051741,1.44723116993755,1.22279192887782,0.492846886076395,3.04221531822994,0.0023484384027429,0.0144712677563722,0.173577688192701,1.0,0.10566731750122,False,True,True,False,Rpv12+1,0,MYB36,NP_200570.1,NP_200570.1 myb domain protein 36 [Arabidopsis thaliana]
Vitvi10g01457,18.7599011816923,2.60599271932597,1.9979043184509,0.963450252276352,3.09112316832683,0.0019940090247959,0.0147698154945502,0.028401860095085,0.43943557378773,0.0309652115839625,False,True,True,False,Rpv12+1,24,HB23,NP_568570.1,NP_568570.1 homeobox protein 23 [Arabidopsis thaliana]
Vitvi02g01019,6.20644604599812,5.14337870395923,3.63823106941592,2.71920078365643,3.06829330585209,0.0021528520094689,0.0157009064846881,0.0068465843972929,0.147650341336706,0.0348113359029881,False,True,True,False,Rpv12+1,24,MYB113,NP_176811.1,NP_176811.1 myb domain protein 113 [Arabidopsis thaliana]
Vitvi06g00305,4.41635686537334,-3.19808583458307,-2.2922249868941,1.24020166170715,-2.96730359784341,0.0030042415035937,0.0174321747559966,0.020750830806346,0.353629304927169,0.0423779932166542,False,True,True,False,Rpv12+1,0,NAC025,NP_564771.1,NP_564771.1 NAC domain containing protein 25 [Arabidopsis thaliana]
Vitvi01g00095,28.3388794016474,-2.24682278178431,-1.67166722176509,0.864819051574162,-3.0190077357157,0.0025360405592704,0.0178474689986242,0.0469412617251313,0.634920612961588,0.0483281735509385,False,True,True,False,Rpv12+1,24,MYB113,NP_176811.1,NP_176811.1 myb domain protein 113 [Arabidopsis thaliana]
Vitvi12g00274,7561.23338987793,2.184068007976,1.54823254095911,0.916092907094518,3.16527774961918,0.0015493497559707,0.0181778671835329,0.0430811718788284,0.85141175910327,0.069226897530522,False,True,True,False,Rpv12+1,6,ERF9,NP_199234.1,NP_199234.1 erf domain protein 9 [Arabidopsis thaliana]
Vitvi15g01211,3.84556572971356,4.92829120790597,3.51100309628131,2.91691431089276,2.94973185327592,0.0031804983504378,0.0182485528778693,0.009550339452343,0.210568020719443,0.0585713246032036,False,True,True,False,Rpv12+1,0,,NP_200380.1,NP_200380.1 MADS-box transcription factor family protein [Arabidopsis thaliana]
Vitvi06g01574,479.421623733427,-2.0066225763046,-1.50878815963621,0.759269771703814,-3.01015725505332,0.0026111246189485,0.0182489832943025,0.0655190898925583,0.80352267815257,0.0562003431655269,False,True,True,False,Rpv12+1,24,WRKY48,NP_199763.1,NP_199763.1 WRKY DNA-binding protein 48 [Arabidopsis thaliana]
Vitvi12g00048,200.890619728287,1.73522468377376,1.34595300867262,0.619663006526632,3.14598670005818,0.0016552753271456,0.0190994520441088,0.0912707409439408,1.0,0.0752415620954289,False,True,True,False,Rpv12+1,6,WRKY28,NP_193551.1,NP_193551.1 WRKY DNA-binding protein 28 [Arabidopsis thaliana]
Vitvi10g04385,65.9860376993714,1.91622055834762,1.41014637549913,0.764807210567748,2.92594454174758,0.0034341214985216,0.0193245813699357,0.0809093209375281,0.798079534843438,0.0943437026106245,False,True,True,False,Rpv12+1,0,AG,NP_567569.3,"NP_567569.3 K-box region and MADS-box transcription factor family protein, partial [Arabidopsis thaliana]"
Vitvi01g00232,268.745536663739,1.23622461945708,1.00159343187639,0.450109366129141,2.92556668933265,0.0034382947247563,0.019343646686252,0.288069516258093,1.0,0.184961954742667,False,True,True,False,Rpv12+1,0,,NP_564944.1,NP_564944.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi18g00972,21.7925715094233,3.16914744300125,2.15691811639639,1.41102608162659,2.89338370889846,0.0038111539130586,0.0208880061851194,0.0238998770034184,0.389141965538684,0.0628261556604494,False,True,True,False,Rpv12+1,0,HB33,NP_565106.1,NP_565106.1 homeobox protein 33 [Arabidopsis thaliana]
Vitvi17g00216,129.033868134518,2.28889764931967,1.5696194834248,1.00774365041764,2.88672100860865,0.0038927924207601,0.0212221363305701,0.0520408650638753,0.627509506389818,0.0904491112444312,False,True,True,False,Rpv12+1,0,WOX1,NP_188428.3,NP_188428.3 WUSCHEL related homeobox 1 [Arabidopsis thaliana]
Vitvi14g01922,45.2926204370103,2.76793098959341,1.9946937017789,1.2994832001885,2.85963036622195,0.0042413504989617,0.0226560951631442,0.0339369590701696,0.484055023073373,0.0680386965724913,False,True,True,False,Rpv12+1,0,ATHB13,NP_177136.1,NP_177136.1 Homeobox-leucine zipper protein family [Arabidopsis thaliana]
Vitvi05g00077,757.93483737035,1.62096999453089,1.22690744197491,0.636456704258423,2.83263639292282,0.0046165866305683,0.0241166726528162,0.13893176422286,1.0,0.121692776612534,False,True,True,False,Rpv12+1,0,GATA16,NP_199741.1,NP_199741.1 GATA transcription factor 16 [Arabidopsis thaliana]
Vitvi00g04039,10200.3389623438,1.75313009659283,1.24941511569769,0.726719076640876,3.0469046766742,0.0023121101956318,0.0244580915871988,0.0952807532025559,1.0,0.0992214086384936,False,True,True,False,Rpv12+1,6,ERF6,NP_567529.1,NP_567529.1 ethylene responsive element binding factor 6 [Arabidopsis thaliana]
Vitvi02g01780,2858.42328429317,1.40590895179816,1.11711783918111,0.518002449245615,2.80651906319823,0.0050079949173062,0.0256380144122407,0.208888105852683,1.0,0.140982394184,False,True,True,False,Rpv12+1,0,ERF-1,NP_567530.4,NP_567530.4 ethylene responsive element binding factor 1 [Arabidopsis thaliana]
Vitvi04g00236,5.04097872726351,5.37619046222428,2.99220956890947,6.54364599155005,2.76168635751144,0.0057503689241671,0.0283218890075534,0.0128157677531684,0.259078569285263,0.127932089746092,False,True,True,False,Rpv12+1,0,NAC038,NP_850054.1,NP_850054.1 NAC domain containing protein 38 [Arabidopsis thaliana]
Vitvi17g00100,49.7022894791381,2.71557502276147,1.38830455023707,1.62101181494945,2.74530474961437,0.0060454729346964,0.0293933829128048,0.0415136276398214,0.547632367841698,0.13907477120283,False,True,True,False,Rpv12+1,0,SPL13A,NP_851161.1,NP_851161.1 Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein [Arabidopsis thaliana]
Vitvi08g01470,13.0365188687912,2.82758326871429,1.82383087455737,1.31102080126164,2.72650860676734,0.0064008283270292,0.0306136297155296,0.0391249400308822,0.52756149807621,0.0824995024428309,False,True,True,False,Rpv12+1,0,ABI5,NP_565840.1,NP_565840.1 Basic-leucine zipper (bZIP) transcription factor family protein [Arabidopsis thaliana]
Vitvi17g01082,19.2331364711164,3.25431531986256,1.99293416725538,1.71317587663995,2.72014642466247,0.0065253014466503,0.0310822363572461,0.0299512741327716,0.449251938095856,0.0889904745997524,False,True,True,False,Rpv12+1,0,HB22,NP_194197.1,NP_194197.1 homeobox protein 22 [Arabidopsis thaliana]
Vitvi01g01946,28.4663579513622,2.08597249936222,1.46938803847711,0.874010786737846,2.77754816054522,0.0054770722649831,0.0327125074083508,0.0741068029518696,0.87322516144953,0.069689181584761,False,True,True,False,Rpv12+1,24,CES,NP_564229.1,NP_564229.1 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
Vitvi03g00500,298.910499154439,3.39837520202777,2.08536731189633,1.97535415020679,2.69761245638738,0.0069838691649235,0.0327253882642066,0.0287072076881918,0.437855545081779,0.0925190666606306,False,True,True,False,Rpv12+1,0,RRTF1,NP_195167.1,NP_195167.1 redox responsive transcription factor 1 [Arabidopsis thaliana]
Vitvi15g00938,778.352233474011,2.15292984509091,1.36683601809578,1.03768921139707,2.68919256863864,0.0071625087617839,0.0332997859700527,0.074959531038479,0.765469518237449,0.122149734034514,False,True,True,False,Rpv12+1,0,MYB3,NP_564176.2,NP_564176.2 myb domain protein 3 [Arabidopsis thaliana]
Vitvi18g00603,44.8377481743293,1.84821836052452,1.30438980504189,0.789225796487997,2.68761444410912,0.0071964436963309,0.0334008264700094,0.108721294049082,0.939867921688678,0.116115354907008,False,True,True,False,Rpv12+1,0,HAT22,NP_195493.1,NP_195493.1 Homeobox-leucine zipper protein family [Arabidopsis thaliana]
Vitvi01g01028,24.6517000752113,2.38050996218246,1.48821741107242,1.16208190783264,2.68479743711165,0.0072573776028308,0.0336329485747443,0.059807204583184,0.679329858745771,0.110834231170705,False,True,True,False,Rpv12+1,0,MYB105,NP_177115.1,NP_177115.1 myb domain protein 105 [Arabidopsis thaliana]
Vitvi04g00153,67.5359096327623,1.91388221198014,1.32112286883898,0.83719694655816,2.65020054205139,0.0080444005433359,0.0364150335658228,0.102877764679841,0.915367158591825,0.116663884474556,False,True,True,False,Rpv12+1,0,MYB4,NP_195574.1,NP_195574.1 myb domain protein 4 [Arabidopsis thaliana]
Vitvi12g00076,1041.04402653541,1.91415122728517,1.36126259691012,0.798410435981082,2.86234243655594,0.0042052229090092,0.0379035575537852,0.0858217525883943,1.0,0.0866963667088829,False,True,True,False,Rpv12+1,6,NAC042,NP_181828.1,NP_181828.1 NAC domain containing protein 42 [Arabidopsis thaliana]
Vitvi04g01714,262.833649914338,-1.39573888979017,-1.07836396089311,0.540598358952862,-2.62844236292665,0.0085776890033705,0.0382076659551232,0.228062985686661,1.0,0.157654249743976,False,True,True,False,Rpv12+1,0,XND1,NP_201258.2,NP_201258.2 xylem NAC domain 1 [Arabidopsis thaliana]
Vitvi06g01480,273.061013395593,1.53421495686297,1.13063971280063,0.605108429473235,2.85590193965686,0.004291476542156,0.0384940659798077,0.160008589215827,1.0,0.119705215304521,False,True,True,False,Rpv12+1,6,TGA9,NP_563810.2,NP_563810.2 bZIP transcription factor family protein [Arabidopsis thaliana]
Vitvi04g00072,146.904955191454,-1.54795665838123,-1.10027608258348,0.641176200452081,-2.84189537150856,0.0044846206713472,0.0396717431584748,0.15721061887469,1.0,0.1293512878956,False,True,True,False,Rpv12+1,6,ATH1,NP_195024.1,NP_195024.1 homeobox protein ATH1 [Arabidopsis thaliana]
Vitvi01g04204,142.80035270213,2.66327138093285,1.19868969898851,1.72549168020088,2.60494816119339,0.009188816132648,0.0402302602175081,0.0520545750550826,0.627509506389818,0.162247351179526,False,True,True,False,Rpv12+1,0,,NP_001154360.1,NP_001154360.1 transcription factor [Arabidopsis thaliana]
Vitvi19g01484,1693.51580136849,2.1173289113528,1.46993706503879,0.918243479792413,2.82288362343131,0.0047593844267048,0.041383490750256,0.0681736787287348,1.0,0.0794001530595177,False,True,True,False,Rpv12+1,6,NAC1,NP_175997.1,NP_175997.1 NAC domain containing protein 1 [Arabidopsis thaliana]
Vitvi17g00556,36.4293174832611,2.67397194908138,1.80756538210902,1.20237059394837,2.82078844614282,0.0047905783737375,0.0415798077625583,0.0387609279117512,0.800273964675216,0.062833489379261,False,True,True,False,Rpv12+1,6,WRKY72,NP_197017.1,NP_197017.1 WRKY DNA-binding protein 72 [Arabidopsis thaliana]
Vitvi02g00039,28.0178204202126,2.18191419704435,1.23922530616422,1.14765249713017,2.65071626327286,0.0080321286666885,0.0438254226096165,0.0755767749858687,0.883778657512445,0.107128973302258,False,True,True,False,Rpv12+1,24,WRKY22,NP_192034.1,NP_192034.1 WRKY family transcription factor [Arabidopsis thaliana]
Vitvi14g01985,4717.45067705448,1.58229852356565,1.12900596865026,0.654415311108336,2.78668369177872,0.0053250428239714,0.0447899724615693,0.152561206943862,1.0,0.121993673739363,False,True,True,False,Rpv12+1,6,NAC100,NP_200951.1,NP_200951.1 NAC domain containing protein 100 [Arabidopsis thaliana]
