gene,baseMean,log2FC_MLE,log2FC_apeglm,lfcSE_apeglm,statistic_zero_null,pvalue_zero_null,padj_zero_null,pvalue_threshold_test,padj_threshold_test,FSOS_svalue,DE_primary_threshold_test,DE_zero_null_plus_effect_filter,DE_primary,leading_signal,genotype,timing,Athal.common.NAme,TAIR10,Athaliana_TAIR10_homolog,homology
Vitvi17g00102,174.31272894797,2.87465769870323,2.68646004378611,0.534778117084488,5.55310622503668,2.80637416919457e-08,1.27020117421215e-06,0.000146528612451,0.0089348297741433,0.0001240703336258,True,True,True,True,Rpv12+1,0,WRKY75,NP_196812.1,NP_196812.1 WRKY DNA-binding protein 75 [Arabidopsis thaliana],84.27
Vitvi15g00301,682.945440700622,1.98643864739065,1.8600615663142,0.381101789003501,5.52247987500091,3.3424809417596e-08,1.48370018885026e-06,0.0030497026581817,0.0949728236135432,0.0024462302380988,False,True,True,False,Rpv12+1,0,,NP_192938.1,NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],35.936
Vitvi04g01163,150.073730687434,-2.48888665611036,-2.33347386089366,0.45441690533431,-5.50117457332596,3.77269429764769e-08,1.63922569165517e-06,0.0004993738971612,0.0235371563528677,0.0002456542495446,True,True,True,True,Rpv12+1,0,WRKY2,NP_200438.1,NP_200438.1 WRKY DNA-binding protein 2 [Arabidopsis thaliana],38.889
Vitvi11g04204,40.615756485135,7.55563434010111,7.35225124383256,2.08506045001511,5.42761577258863,5.71118211342216e-08,1.93005051503797e-06,1.24347187210811e-06,0.0001007004381287,0.0001570165596181,True,True,True,True,Rpv12+1,24,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],48.276
Vitvi09g01587,26.7069818393012,-8.80751193258585,-9.35697858897866,3.17250675194259,-5.45833823777549,4.80611445897705e-08,2.02053644729281e-06,6.54387571911628e-07,8.77852538135193e-05,0.0007562291234951,True,True,True,True,Rpv12+1,0,,NP_201107.2,NP_201107.2 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],34.85
Vitvi12g04285,865.273320006183,-2.16475361059646,-2.03661467613425,0.397273701816089,-5.42873465968731,5.67549883038022e-08,2.34599981854441e-06,0.0017448259379703,0.0618467502864024,0.0008137831692129,False,True,True,False,Rpv12+1,0,,NP_564971.2,NP_564971.2 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],35.434
Vitvi14g01378,543.261485497871,-1.86102775810642,-1.75070146396747,0.352282650692712,-5.38466002425395,7.25817053389776e-08,2.40662569681164e-06,0.00636418337638,0.140371562346312,0.0027496526966403,False,True,True,False,Rpv12+1,24,FER,NP_190723.1,NP_190723.1 Malectin/receptor-like protein kiNAse family protein [Arabidopsis thaliana],44.499
Vitvi18g04640,55.9422415628343,-4.41027753369737,-4.11110233587354,0.794994935715596,-5.41439364926107,6.14967411114756e-08,2.50005563370019e-06,1.41509172068898e-05,0.0012136847318525,5.6713306406231e-06,True,True,True,True,Rpv12+1,0,LAZ5,NP_001331726.1,NP_001331726.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],33.793
Vitvi07g01847,1531.93613638006,-2.33240876907692,-2.17968557712179,0.442868081916501,-5.37089142544252,7.83483731592053e-08,2.55993437818326e-06,0.0010768761282541,0.0326419497555051,0.0005954148715561,True,True,True,True,Rpv12+1,24,WRKY51,NP_568995.2,NP_568995.2 WRKY DNA-binding protein 51 [Arabidopsis thaliana],55.906
Vitvi17g01365,53.8383495331222,-3.12281557134777,-2.89390721310697,0.594984277425119,-5.3516829399332,8.71399816302341e-08,2.82099945787444e-06,0.0001374102638669,0.0058542591082975,0.0001003846619266,True,True,True,True,Rpv12+1,24,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],52.839
Vitvi18g00587,2748.84841954131,1.64958242307528,1.55018920434962,0.319067065034843,5.37600475928011,7.61567795012463e-08,3.02975381565114e-06,0.0171301243353082,0.310753760393431,0.0101334078200387,False,True,True,False,Rpv12+1,0,LRRNAXI-23,NP_850942.1,NP_850942.1 Leucine-rich receptor-like protein kiNAse family protein [Arabidopsis thaliana],64.368
Vitvi13g04467,249.471815142905,-1.53475935380915,-1.43691535941138,0.289475230340989,-5.45064139212986,5.0188482076976e-08,3.08928031641672e-06,0.0287705266467007,0.671568972785782,0.0143983841865466,False,True,True,False,Rpv12+1,6,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],32.988
Vitvi16g00609,54.1103538480171,-2.28752731258837,-2.11287400406776,0.448549390982919,-5.43019783281238,5.62916151784452e-08,3.42131078750807e-06,0.0011201760249322,0.0635496496182635,0.0012698401212464,False,True,True,False,Rpv12+1,6,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.333
Vitvi03g01380,199.136734187028,1.30178075525276,1.2257395876612,0.241991911018409,5.41684564313959,6.06596649779157e-08,3.6683134241908e-06,0.10460490242495,1.0,0.0444206685761681,False,True,True,False,Rpv12+1,6,,NP_001319213.1,NP_001319213.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],33.865
Vitvi07g01097,381.938685740795,-3.21260623259805,-2.96723412727924,0.632016774656221,-5.30868219103627,1.10420675024155e-07,4.21102747661776e-06,0.0001279764837072,0.0080863208630359,0.0001386395579728,True,True,True,True,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],38.924
Vitvi14g01128,345.538396637779,5.0575898156723,4.63964410491318,1.01180561230243,5.26610415007656,1.39349247850078e-07,4.34557983548672e-06,1.19537531894135e-05,0.0007221668121983,1.74078585942591e-05,True,True,True,True,Rpv12+1,24,,NP_188456.1,NP_188456.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana],46.512
Vitvi09g04126,133.39127670274,-1.56206146426461,-1.45788322786954,0.295404613575594,-5.37723618016306,7.56379262439411e-08,4.42314564889478e-06,0.0265050356793038,0.640207967068245,0.0124602743265897,False,True,True,False,Rpv12+1,6,SUMM2,NP_001322571.1,NP_001322571.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],34.694
Vitvi05g04238,228.52396491389,-1.30028068041355,-1.22858506464361,0.249865509996534,-5.2960607760255,1.18327469696282e-07,4.47103610956687e-06,0.110655921920336,0.949543113719206,0.0538896866077218,False,True,True,False,Rpv12+1,0,,NP_193688.1,NP_193688.1 disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],26.263
Vitvi13g04375,85.1893907855903,-1.72959378770814,-1.61990611691655,0.336913353224096,-5.28121953865613,1.2832680844313e-07,4.79735850198019e-06,0.0129477774585173,0.260940609042646,0.0076854848485986,False,True,True,False,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],30.833
Vitvi16g00787,243.938223457671,10.6472135657499,10.2434109184158,3.14717816955548,5.2364053619873,1.63734136683457e-07,4.99227003877925e-06,1.04969197216292e-06,8.58090384369058e-05,0.0002299373843621,True,True,True,True,Rpv12+1,24,RPP8,NP_851124.1,NP_851124.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],30.215
Vitvi14g00374,1680.81818810961,1.91505794223431,1.77894035180072,0.392637068174149,5.27023624836172,1.36248277893376e-07,5.04753770553566e-06,0.0058971810003301,0.150161067065411,0.0051849422120342,False,True,True,False,Rpv12+1,0,,NP_194449.1,NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],29.104
Vitvi15g01136,458.720265888237,-1.07985345304902,-1.01259493812835,0.206538655793311,-5.33162073617975,9.73400697007298e-08,5.53943052313422e-06,0.346692733053102,1.0,0.146543090590454,False,True,True,False,Rpv12+1,6,,NP_001322398.1,NP_001322398.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],32.842
Vitvi15g01543,143.999889747756,-1.9545550619621,-1.81801945751548,0.383053661716363,-5.19910622684607,2.00249066488607e-07,5.94482814831746e-06,0.0055567204738531,0.125584032865084,0.0026877641398451,False,True,True,False,Rpv12+1,24,NTL9,NP_567986.3,NP_567986.3 NAC transcription factor-like 9 [Arabidopsis thaliana],39.482
Vitvi13g02497,1946.34399232616,-2.07832180970115,-1.93197991941997,0.399200533116127,-5.31323355713996,1.07696860360075e-07,6.07242369201058e-06,0.0029191116496128,0.132341493314076,0.0020024784136793,False,True,True,False,Rpv12+1,6,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.249
Vitvi13g04425,80.40440881431,1.3923019667726,1.31333918886314,0.269953445819521,5.22857119667639,1.70825050369771e-07,6.13476084680709e-06,0.0703447332051113,0.738780121184944,0.033831616817503,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],38.179
Vitvi09g01309,18.2163918055997,-6.3845902671275,-5.92180879772294,1.17002579312716,-5.22038317517787,1.78553312527699e-07,6.36590362870101e-06,5.34564869145361e-06,0.0005441121561079,1.42607344899811e-06,True,True,True,True,Rpv12+1,0,NAC100,NP_001331908.1,NP_001331908.1 NAC domain containing protein 100 [Arabidopsis thaliana],71.264
Vitvi13g02351,163.691272042456,1.70266968192608,1.58652829349105,0.345449879005804,5.2078332351424,1.91058514940754e-07,6.78230197994298e-06,0.0158090688996138,0.294341233697508,0.0109932560278299,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],37.874
Vitvi15g01686,518.792169462683,3.15515398148965,2.86919413523267,0.689978493181477,5.18280158965779,2.18577523867768e-07,7.56302791854823e-06,0.000199945730939,0.0113211696442297,0.0005577841708537,True,True,True,True,Rpv12+1,0,RPP13,NP_190237.1,NP_190237.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.638
Vitvi12g04431,650.893523801042,1.40611001293819,1.31892671854567,0.283670821672213,5.18202125890795,2.19494190298078e-07,7.58409378987862e-06,0.0672406794851492,0.721176274970077,0.0363101399746767,False,True,True,False,Rpv12+1,0,,NP_197270.1,NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],36.156
Vitvi06g01598,219.082439959689,-3.11603028573973,-2.86550451328267,0.629627497909869,-5.13787297610897,2.77865592456358e-07,7.87744158314711e-06,0.0002423966184095,0.0095065264482371,0.0002129438498804,True,True,True,True,Rpv12+1,24,,NP_176113.1,NP_176113.1 Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana],64.0
Vitvi02g00086,664.362128031239,-1.59325339066068,-1.47062313041255,0.319334510214671,-5.25007741014267,1.5203530621049e-07,8.29968303971247e-06,0.0252983571573291,0.623190040421472,0.0156690021033868,False,True,True,False,Rpv12+1,6,ABCC10,NP_191473.2,NP_191473.2 multidrug resistance-associated protein 14 [Arabidopsis thaliana],57.641
Vitvi10g04646,105.138764909911,-3.65178099265307,-3.35727765632856,0.73383410065926,-5.12511713777409,2.97352820078586e-07,8.38167514354238e-06,9.89586283518014e-05,0.0043950063820963,9.44583602646452e-05,True,True,True,True,Rpv12+1,24,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],33.757
Vitvi18g01436,1260.17448034183,1.29368782586503,1.21875291362146,0.261508677327275,5.15463086868432,2.54131030527659e-07,8.65943577880969e-06,0.120963536934357,0.998512200273225,0.0612003318363209,False,True,True,False,Rpv12+1,0,SERK1,NP_177328.1,NP_177328.1 somatic embryogenesis receptor-like kiNAse 1 [Arabidopsis thaliana],89.137
Vitvi19g04533,37.9525352368878,4.87452368529167,4.41860980680591,1.02713554335672,5.11200977645233,3.18749326581756e-07,8.93368419757468e-06,2.41932971435556e-05,0.0013494082302308,5.83207554388613e-05,True,True,True,True,Rpv12+1,24,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.844
Vitvi09g00502,246.865471144738,1.44026196400535,1.35178035853917,0.286740915952024,5.13908088057563,2.7608555360506e-07,9.33010109549281e-06,0.0581001712296339,0.669534087751539,0.0296401719864954,False,True,True,False,Rpv12+1,0,RPS5,NP_172686.1,NP_172686.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],35.393
Vitvi19g04517,137.134829106344,-2.43370971732446,-2.25278300890227,0.487679168361729,-5.13126712831836,2.87798128095114e-07,9.67284404331683e-06,0.0012520178357,0.048367959133025,0.0009800321799595,True,True,True,True,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],35.117
Vitvi14g03056,278.513579009462,-4.03881290874821,-3.67944859779529,0.842004919389066,-5.09476967547428,3.49165488638031e-07,9.68698308343079e-06,6.32134276467148e-05,0.0030120219559388,0.0001016453779661,True,True,True,True,Rpv12+1,24,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],42.365
Vitvi16g01886,211.718859377943,-1.43441520103127,-1.34174086066541,0.284080762887756,-5.08069444119122,3.76057591862588e-07,1.03514579141081e-05,0.0619390973737227,0.772658487457898,0.0230733532325089,False,True,True,False,Rpv12+1,24,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],34.773
Vitvi18g04656,33.3852268918218,-5.57842849061743,-5.08789156528783,1.08926163073908,-5.11246538396135,3.17981269083759e-07,1.05010543500636e-05,1.35846466884315e-05,0.0011689499102719,1.07917597861382e-05,True,True,True,True,Rpv12+1,0,,NP_197270.1,NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],31.029
Vitvi14g03011,738.854443533961,-1.17539867173481,-1.10584752639372,0.234775784439137,-5.06874587002272,4.0044546048897e-07,1.09372221337098e-05,0.224709870285205,1.0,0.0792271456521656,False,True,True,False,Rpv12+1,24,RPM1,NP_187360.1,NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],30.077
Vitvi14g02749,103.266421898772,2.48894422097091,2.30023631166901,0.503381177280337,5.09207488205354,3.54166164352857e-07,1.14805758223645e-05,0.0011587780497862,0.0454459895117834,0.0009185206468579,True,True,True,True,Rpv12+1,0,RPS2,NP_194339.1,NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],25.813
Vitvi12g02011,1846.01616412669,1.5764118063083,1.47863960001985,0.308414071481336,5.0872776128472,3.63239933822609e-07,1.17197532914851e-05,0.0314319534754402,0.463488427826403,0.015384590771229,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],41.469
Vitvi03g01872,5346.30954250312,3.56205016870184,3.24984895661262,0.769549977287219,5.072680286547,3.92251214695174e-07,1.24562509527844e-05,0.0001318416968032,0.0082115403492262,0.0002601193855574,True,True,True,True,Rpv12+1,0,,NP_001078199.1,NP_001078199.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana],46.528
Vitvi05g02074,1277.8783904036,2.58101888648474,2.3939073870992,0.50094067919629,5.15987097941413,2.47120085002814e-07,1.28507770065364e-05,0.0007869242173813,0.0477372891589877,0.0004595812268704,True,True,True,True,Rpv12+1,6,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],36.464
Vitvi10g01793,74.3635104179908,1.79241231219535,1.66944224157782,0.36422532143968,5.06544733762078,4.07442408380402e-07,1.28854315441073e-05,0.0125650467055545,0.256788325602031,0.0077133995034106,False,True,True,False,Rpv12+1,0,,NP_181364.2,NP_181364.2 myb-like HTH transcriptioNAl regulator family protein [Arabidopsis thaliana],71.765
Vitvi10g04668,284.828402199501,-1.83647901778553,-1.70447549916722,0.364243277693945,-5.15235331513085,2.57237808671979e-07,1.33195087670519e-05,0.0094678949249341,0.315102625116224,0.0052617069185672,False,True,True,False,Rpv12+1,6,,NP_194449.1,NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],30.556
Vitvi09g01773,234.226383216669,1.45719508228283,1.35904454914076,0.293647266454625,5.02431696038145,5.05227385281155e-07,1.34124804566665e-05,0.0574691414198168,0.733590612004683,0.0223916841470839,False,True,True,False,Rpv12+1,24,,NP_201107.2,NP_201107.2 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],41.314
Vitvi13g04364,187.6806547154,-1.72909391340129,-1.59675783207599,0.345197579196096,-5.14515189002461,2.67304444616259e-07,1.38111112294341e-05,0.0150217212800986,0.439323297031438,0.0088456272125645,False,True,True,False,Rpv12+1,6,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],32.044
Vitvi14g00292,325.001596336525,1.69988470718757,1.57834447062149,0.354429145117776,5.03239726305467,4.84384201474304e-07,1.49166114844012e-05,0.0191344550660483,0.335481374043403,0.0125211050880184,False,True,True,False,Rpv12+1,0,,NP_564971.2,NP_564971.2 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],25.764
Vitvi01g02003,18.9167259779371,6.61774963847921,6.16892290350814,1.40948478693747,5.01513759199307,5.29955271262041e-07,1.61184914355699e-05,1.03491327616876e-05,0.0009400102913645,1.51692344859456e-05,True,True,True,True,Rpv12+1,0,,NP_001328443.1,NP_001328443.1 Barwin-related endoglucaNAse [Arabidopsis thaliana],52.756
Vitvi09g04098,67.4161517392597,2.2926417198533,2.1075594813731,0.487371318445475,5.0152654727212,5.29602896936719e-07,1.61184914355699e-05,0.0023440633551771,0.0778151691726886,0.0023758391825677,False,True,True,False,Rpv12+1,0,RPS5,NP_001323155.1,NP_001323155.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],35.831
Vitvi13g02553,19.897541997263,7.23023140694046,7.00297800345807,2.22771542116857,5.00854164355278,5.48440100176386e-07,1.65783684760067e-05,7.95654110926939e-06,0.0007513904652612,0.0005947216003364,True,True,True,True,Rpv12+1,0,RLK1,NP_001318851.1,NP_001318851.1 receptor-like protein kiNAse 1 [Arabidopsis thaliana],43.071
Vitvi15g04177,153.296353666182,-3.57545048028953,-3.25404254923673,0.760908785133825,-5.10129367199669,3.37339645874944e-07,1.70285948019174e-05,0.0001191400479282,0.0099254283877508,0.0002055194712001,True,True,True,True,Rpv12+1,6,CRK2,NP_177209.1,NP_177209.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 2 [Arabidopsis thaliana],36.973
Vitvi05g01702,1768.88709279795,-1.1696381475185,-1.09812118361296,0.236137288584229,-4.96029993581919,7.03844179772606e-07,1.79502124356914e-05,0.235942401094358,1.0,0.0837058532451032,False,True,True,False,Rpv12+1,24,MLO1,NP_192169.1,NP_192169.1 Seven transmembrane MLO family protein [Arabidopsis thaliana],62.667
Vitvi00g04037,95.7195155020887,-1.80055864726717,-1.66734356154275,0.366727290818902,-4.97882316289892,6.39720583418491e-07,1.8784453269485e-05,0.0134257961314479,0.26761669978428,0.0079976067554635,False,True,True,False,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],28.947
Vitvi13g01811,383.581400618026,-1.11745171843067,-1.04361183952433,0.230489951208504,-4.93406075035973,8.05373716812499e-07,2.0225470833224e-05,0.302018776957552,1.0,0.109604333316418,False,True,True,False,Rpv12+1,24,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],40.102
Vitvi01g00088,63.732644626082,-2.34660276115914,-2.15925308478833,0.487689104374108,-4.95534110130761,7.22035088582559e-07,2.07078654741792e-05,0.0022301225990978,0.0746007379409212,0.0017456534991769,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.249
Vitvi03g01628,197.040276747607,-1.25217062949337,-1.1767561806467,0.253831791929336,-4.95235606553033,7.33202856713875e-07,2.09064647893554e-05,0.159299966995278,1.0,0.0750114106210568,False,True,True,False,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],31.818
Vitvi14g04574,131.410876008512,2.3553038004574,2.1670827595886,0.503041979214787,4.95099873116286,7.38335851329391e-07,2.0955808794183e-05,0.0021932921768206,0.0735580993111818,0.0021465738578029,False,True,True,False,Rpv12+1,0,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],37.85
Vitvi14g04505,24.9916013807893,3.99167382977453,3.60816698780619,0.865827253589028,4.9494890724693,7.44085551378991e-07,2.10704501652561e-05,0.0001038201048997,0.0068929698580513,0.0001939087129325,True,True,True,True,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],42.075
Vitvi16g01980,37.9423942826265,-6.12528963799111,-5.49538148972207,1.3303892782682,-4.92148690355707,8.58891507712767e-07,2.14383497305083e-05,1.91125125186007e-05,0.0010940135995056,4.49178066860289e-05,True,True,True,True,Rpv12+1,24,CHIA,NP_197797.1,NP_197797.1 chitiNAse A [Arabidopsis thaliana],71.429
Vitvi10g02023,153.697084545911,3.0004023866504,2.71932773009993,0.668126090249245,4.9411477744882,7.76640158143807e-07,2.18406096420257e-05,0.0004933016227636,0.0232929190430956,0.00095667938883,True,True,True,True,Rpv12+1,0,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],39.378
Vitvi18g04551,191.293228160195,2.01353845508439,1.86873588334546,0.406680778296924,4.93545432687957,7.99643928474063e-07,2.23863952521443e-05,0.0064899654690604,0.158961616765123,0.0033785012681811,False,True,True,False,Rpv12+1,0,,NP_192938.1,NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],34.03
Vitvi10g00742,201.000954557167,2.62188082931691,2.38585159981091,0.57417647501762,4.89800617654967,9.68139924868487e-07,2.385109518906e-05,0.0012232576576441,0.0366123536227845,0.0012480022571683,True,True,True,True,Rpv12+1,24,FLS2,NP_199445.1,NP_199445.1 Leucine-rich receptor-like protein kiNAse family protein [Arabidopsis thaliana],55.69
Vitvi05g02219,77.3007928688695,2.98867711128891,2.70771674004457,0.672791025671079,4.91907137374503,8.69557603509201e-07,2.39892733707197e-05,0.0005317447662621,0.0246835496917638,0.0010775876495326,True,True,True,True,Rpv12+1,0,,NP_198395.1,NP_198395.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],27.37
Vitvi15g04273,54.4907965849772,3.02104045511069,2.75584196682936,0.652092932039905,4.89822565239423,9.67059411363665e-07,2.64129441888639e-05,0.0005248509241363,0.0244298493318196,0.0006071102358643,True,True,True,True,Rpv12+1,0,,NP_001322398.1,NP_001322398.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],33.778
Vitvi07g01602,1255.83462376735,-1.85746767195791,-1.71038047066686,0.389269837524687,-4.86877918269096,1.12289797542614e-06,2.72817697461523e-05,0.0123012590463479,0.235225610667701,0.0061315652411752,False,True,True,False,Rpv12+1,24,ZF1,NP_201546.1,NP_201546.1 zinc-finger protein 1 [Arabidopsis thaliana],44.309
Vitvi04g00760,45.1968460393637,-4.68125610271282,-4.19417602837606,1.04051412923824,-4.86043208567194,1.17129821815743e-06,2.82073342155684e-05,6.61465688601555e-05,0.003117708278942,0.0001444565461531,True,True,True,True,Rpv12+1,24,WRKY51,NP_568995.2,NP_568995.2 WRKY DNA-binding protein 51 [Arabidopsis thaliana],50.694
Vitvi12g02753,92.9705439879113,-3.25465094612677,-2.99622768302111,0.660038373239532,-4.87679960127763,1.07820874469763e-06,2.88784524522702e-05,0.0003645578158963,0.0183746973141278,0.0001797625677644,True,True,True,True,Rpv12+1,0,,NP_199186.1,NP_199186.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],28.923
Vitvi12g00388,1328.6589335908,1.63120693350047,1.51212445189085,0.346361254849918,4.87293383466738,1.0995305576322e-06,2.94115470334711e-05,0.0296733710252068,0.446363262017472,0.0176788856294933,False,True,True,False,Rpv12+1,0,WRKY6,NP_564792.1,NP_564792.1 WRKY family transcription factor [Arabidopsis thaliana],48.68
Vitvi02g00673,567.210223709952,-2.94299474707115,-2.65955119309031,0.645177721699236,-4.85136877113333,1.2261232512275e-06,2.94700218704788e-05,0.0006802030125246,0.0225804956911583,0.0007486425234691,True,True,True,True,Rpv12+1,24,NAC071,NP_001329603.1,NP_001329603.1 NAC domain containing protein 71 [Arabidopsis thaliana],54.605
Vitvi09g04376,58.6498781510329,2.3622277757124,2.16728116338781,0.511277160439458,4.87194538260076,1.10504720951129e-06,2.9495062896555e-05,0.0024808594458537,0.0808793781438502,0.0022923922510379,False,True,True,False,Rpv12+1,0,SUMM2,NP_172692.1,NP_172692.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],42.857
Vitvi18g02180,275.04490496487,-10.1565496632202,-9.02502663272883,2.12150209115124,-4.84803238719509,1.24692047205309e-06,2.98824248535991e-05,6.24276913024642e-06,0.0004062303424828,8.54959992889195e-06,True,True,True,True,Rpv12+1,24,,NP_197270.1,NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],39.85
Vitvi16g00211,29.3021182576759,-6.26570403788404,-5.56645146365559,1.41066179499563,-4.8448813538158,1.26687361886764e-06,3.03016490042943e-05,2.33509757999559e-05,0.0013108115363756,8.66958129111281e-05,True,True,True,True,Rpv12+1,24,,NP_001078488.1,NP_001078488.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana],29.06
Vitvi12g04373,20.0471780175947,5.92540269432905,5.28747935287813,1.20879311756757,4.85233886257089,1.22013911256439e-06,3.22100932785802e-05,2.7490856600377e-05,0.0021734122686599,2.64560829801181e-05,True,True,True,True,Rpv12+1,0,RPS2,NP_194339.1,NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],26.519
Vitvi16g01569,93.7273155212071,-4.99460302098844,-4.44845333241871,1.12439185070816,-4.82970730411327,1.3673389384861e-06,3.22879281795842e-05,5.60686561367141e-05,0.0027060885163843,0.000149718625089,True,True,True,True,Rpv12+1,24,,NP_001078488.1,NP_001078488.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana],32.5
Vitvi13g04316,651.78140500939,1.5572477696633,1.43589420813764,0.32499271269197,4.95282920422807,7.31421694967937e-07,3.39393732266949e-05,0.0381701054363993,0.793083231223804,0.0211355767297941,False,True,True,False,Rpv12+1,6,,NP_568140.2,NP_568140.2 F1F0-ATPase inhibitor protein [Arabidopsis thaliana],56.962
Vitvi13g01323,953.403912895684,1.17905453102517,1.10287188080227,0.254142569053553,4.83715828286291,1.31708544594547e-06,3.44090318624736e-05,0.231296309780846,1.0,0.112919342772526,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],41.957
Vitvi18g03366,38.7752871099782,3.17119970714655,2.87063361836483,0.692116782748309,4.82014159254924,1.43456366774538e-06,3.68528785386603e-05,0.0004831359126858,0.0230206782148417,0.0005699130900699,True,True,True,True,Rpv12+1,0,,NP_192938.1,NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],31.609
