geneID,spearman_rho,pvalue,padj,fdr,module_size,TAIR10,Athal.common.NAme,locus_tag,homology
Vitvi09g00340,-0.861643114885077,1.50951761704032e-11,6.41846890765543e-08,3.39601529505578e-10,124,NP_175630.1,,AT1G52190,64.983
Vitvi19g02186,0.859772350223298,1.8683163428584e-11,7.9440810898339e-08,4.1757294533445003e-10,13,NP_187439.1,,AT3G07820,49.524
Vitvi12g02678,-0.859737308221668,1.8757392417422397e-11,7.97564325588799e-08,4.1757294533445003e-10,26,NP_188065.1,,AT3G14470,37.284
Vitvi14g01985,-0.858260806288864,2.21469376221231e-11,9.41687787692675e-08,4.83395472244448e-10,56,NP_200951.1,NAC100,AT5G61430,58.516
Vitvi16g01857,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,640,NP_974925.1,,AT5G51970,79.402
Vitvi07g01255,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,569,NP_564853.2,GLC,AT1G65450,63.877
Vitvi14g01735,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,857,NP_197300.1,TRP1,AT5G17990,75.221
Vitvi01g00052,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,850,NP_001078720.1,APE2,AT5G46110,68.0
Vitvi10g00414,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,815,NP_192402.1,DES-1-LIKE,AT4G04930,81.25
Vitvi08g01923,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,762,NP_191299.1,,AT3G57400,40.613
Vitvi18g00159,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,401,NP_849501.1,PLDDELTA,AT4G35790,67.016
Vitvi12g00430,-0.858025428648613,2.2737322306888397e-11,9.66790944488895e-08,4.83395472244448e-10,629,NP_180858.1,GH9B8,AT2G32990,74.701
Vitvi19g00978,-0.856289740068398,2.75656099622292e-11,1.17208973559399e-07,5.55420304477225e-10,19,NP_196090.1,,AT5G04700,41.742
Vitvi14g01174,-0.855663913087804,2.95293710251311e-11,1.25558885598858e-07,5.55420304477225e-10,4,NP_193872.2,CRK29,AT4G21410,39.481
Vitvi07g04375,-0.855663913087804,2.95293710251311e-11,1.25558885598858e-07,5.55420304477225e-10,25,NP_197270.1,,AT5G17680,29.864
Vitvi15g00721,-0.855663913087804,2.95293710251311e-11,1.25558885598858e-07,5.55420304477225e-10,165,NP_182059.1,,AT2G45340,67.625
Vitvi09g00782,-0.855663913087804,2.95293710251311e-11,1.25558885598858e-07,5.55420304477225e-10,6,NP_001189794.1,,AT3G02645,45.198
Vitvi03g00786,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,5,NP_201256.2,TIN1,AT5G64510,67.765
Vitvi06g04257,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,35,,,,
Vitvi15g01483,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,42,NP_850628.1,XBAT35,AT3G23280,36.62
Vitvi14g01858,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,6,NP_189475.1,ABCB15,AT3G28345,65.854
Vitvi14g01859,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,4,NP_189475.1,ABCB15,AT3G28345,77.778
Vitvi18g01973,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,5,NP_188951.2,XRCC4,AT3G23100,65.138
Vitvi14g04653,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,8,NP_189142.1,,AT3G25060,48.108
Vitvi07g04338,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,47,,,,
Vitvi07g00664,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,44,NP_201031.1,MAP65-9,AT5G62250,47.826
Vitvi07g01097,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,46,NP_188065.1,,AT3G14470,38.924
Vitvi06g04173,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,43,NP_180479.1,,AT2G29150,66.406
Vitvi12g01921,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,18,NP_188065.1,,AT3G14470,43.193
Vitvi11g00217,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,38,NP_567739.1,,AT4G26220,69.869
Vitvi07g04339,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,50,NP_188064.1,,AT3G14460,32.192
Vitvi07g04340,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,44,,,,
Vitvi07g04371,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,41,,,,
Vitvi04g04007,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,9,NP_197965.1,,AT5G25930,55.172
Vitvi18g04176,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,48,NP_564554.1,PAB8,AT1G49760,77.778
Vitvi18g03383,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,48,NP_197270.1,,AT5G17680,39.983
Vitvi02g00086,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,6,NP_191473.2,ABCC10,AT3G59140,57.641
Vitvi09g04094,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,39,NP_201107.2,,AT5G63020,36.913
Vitvi09g01587,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,50,NP_201107.2,,AT5G63020,34.85
Vitvi13g01468,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,50,NP_188065.1,,AT3G14470,40.205
Vitvi19g04105,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,9,NP_174230.2,,AT1G29370,46.099
Vitvi13g04528,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,45,NP_188065.1,,AT3G14470,40.472
Vitvi13g04529,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,42,,,,
Vitvi16g04222,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,11,NP_001078318.1,EIF4G,AT3G60240,67.5
Vitvi12g04185,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,45,NP_001329572.1,,AT4G03230,45.814
Vitvi12g02607,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,32,NP_001331467.1,,AT5G17680,35.409
Vitvi12g04441,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,4,,,,
Vitvi12g04440,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,10,NP_177487.2,,AT1G73450,59.406
Vitvi00g04022,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,42,,,,
Vitvi16g04451,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,10,NP_200123.2,,AT5G53110,33.628
Vitvi12g02011,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,16,NP_188065.1,,AT3G14470,41.469
Vitvi13g01889,-0.854242196177249,3.4485174125584494e-11,1.46630960381985e-07,5.55420304477225e-10,12,NP_001319213.1,,AT1G53350,36.279
Vitvi06g01100,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,35,NP_197207.1,UGT78D2,AT5G17050,47.651
Vitvi00g04625,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,13,NP_193920.1,,AT4G21890,71.825
Vitvi17g00744,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,15,NP_566893.1,,AT3G47830,55.96
Vitvi03g04268,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,16,,,,
Vitvi03g01839,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,30,NP_190844.1,,AT3G52760,47.059
Vitvi15g04604,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,15,NP_565540.4,,AT2G22590,44.0
Vitvi13g00852,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,13,NP_195981.1,,AT5G03610,48.703
Vitvi05g00913,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,4,NP_197270.1,,AT5G17680,35.829
Vitvi18g04739,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,18,NP_001328449.1,,AT4G19510,37.074
Vitvi18g02663,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,22,NP_001330805.1,,AT5G24080,31.227
Vitvi18g02720,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,28,NP_194922.1,CYP82C4,AT4G31940,54.528
Vitvi14g00707,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,3,NP_173799.1,TPS9,AT1G23870,47.093
Vitvi11g01637,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,5,NP_001328414.1,,AT4G27220,29.461
Vitvi03g00841,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,31,NP_196520.1,,AT5G09580,66.082
Vitvi07g04372,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,34,,,,
Vitvi04g00646,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,7,NP_196638.2,,AT5G10770,43.059
Vitvi13g04371,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,14,NP_188065.1,,AT3G14470,35.728
Vitvi10g00196,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,14,NP_567661.1,,AT4G22360,56.853
Vitvi15g00331,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,27,NP_199673.1,,AT5G48620,33.766
Vitvi17g04171,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,32,NP_173308.2,PnsB4,AT1G18730,58.511
Vitvi01g04115,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,10,NP_001117579.1,MLP28,AT1G70830,48.571
Vitvi19g04600,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,4,NP_001323155.1,RPS5,AT1G12220,35.89
Vitvi13g04537,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,24,NP_188065.1,,AT3G14470,41.768
Vitvi12g04084,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10,36,NP_001328395.1,,AT4G03500,39.092
Vitvi04g04354,-0.85408075949506,3.50944447824479e-11,1.49221579214968e-07,5.61788076274978e-10,3,NP_187755.2,BSMT1,AT3G11480,49.819
Vitvi15g04494,-0.854032920543599,3.52769088347646e-11,1.49997416365419e-07,5.61788076274978e-10,777,NP_001329236.1,HHP4,AT4G37680,73.85
Vitvi01g01657,-0.854032920543599,3.52769088347646e-11,1.49997416365419e-07,5.61788076274978e-10,610,NP_174116.1,LTPG1,AT1G27950,49.333
Vitvi13g01916,-0.853658887026992,3.6734296095063697e-11,1.56194226996211e-07,5.78497137023003e-10,129,NP_191199.1,WRKY70,AT3G56400,44.809
Vitvi16g01144,-0.853658887026992,3.6734296095063697e-11,1.56194226996211e-07,5.78497137023003e-10,553,NP_200098.1,ABCG8,AT5G52860,71.791
Vitvi12g00193,-0.853658887026992,3.6734296095063697e-11,1.56194226996211e-07,5.78497137023003e-10,688,NP_565976.1,TTL3,AT2G42580,56.966
Vitvi07g01970,-0.853273117934287,3.8296032119507795e-11,1.62834728572147e-07,5.92126285716901e-10,109,NP_565298.2,,AT2G03200,61.174
Vitvi09g04597,-0.853273117934287,3.8296032119507795e-11,1.62834728572147e-07,5.92126285716901e-10,29,NP_001323419.1,BAS,AT1G78950,76.854
Vitvi13g02005,-0.853273117934287,3.8296032119507795e-11,1.62834728572147e-07,5.92126285716901e-10,31,NP_566888.2,,AT3G46850,50.809
Vitvi08g04416,0.853273117934287,3.82960321195079e-11,1.62834728572148e-07,5.92126285716901e-10,52,,,,
Vitvi19g00378,0.853273117934287,3.82960321195079e-11,1.62834728572148e-07,5.92126285716901e-10,242,NP_188702.2,OCT4,AT3G20660,69.557
Vitvi08g01260,0.85314852626164,3.8813496103756393e-11,1.65034985433172e-07,5.97952845772363e-10,7,NP_001031505.1,ChlAKR,AT2G37770,67.314
Vitvi02g00726,-0.852785578702667,4.0358289623104e-11,1.71603447477438e-07,6.195070306044701e-10,234,NP_194326.2,ABCB2,AT4G25960,79.709
Vitvi10g00509,0.850316013631005,5.24901265229646e-11,2.23188017975646e-07,7.94263409165998e-10,4,NP_176350.1,MLO6,AT1G61560,45.522
Vitvi03g01016,-0.850316013631005,5.24901265229646e-11,2.23188017975646e-07,7.94263409165998e-10,17,NP_001190847.2,,AT4G26485,45.813
Vitvi18g02417,0.850316013631005,5.24901265229646e-11,2.23188017975646e-07,7.94263409165998e-10,47,NP_192764.1,,AT4G10260,82.407
Vitvi02g00446,-0.850316013631005,5.24901265229646e-11,2.23188017975646e-07,7.94263409165998e-10,41,NP_182079.1,CYP76C4,AT2G45550,46.307
Vitvi18g01132,-0.850057408412866,5.3940196784220794e-11,2.29353716726507e-07,8.13311052221656e-10,128,NP_001328600.1,TLP1,AT4G24180,64.539
Vitvi03g00553,-0.849805034798334,5.5391224452873596e-11,2.35523486373619e-07,8.29308050611334e-10,727,NP_567961.1,,AT4G34220,52.146
Vitvi19g04572,0.849805034798334,5.5391224452873596e-11,2.35523486373619e-07,8.29308050611334e-10,22,,,,
Vitvi04g02226,-0.849615820148755,5.6502875896393294e-11,2.40250228311464e-07,8.42983257233208e-10,11,NP_001318851.1,RLK1,AT5G60900,35.366
Vitvi12g04108,-0.849394603761858,5.7828877521340294e-11,2.45888387220739e-07,8.597496056669201e-10,33,,,,
Vitvi12g00145,-0.84929234540537,5.84515727445745e-11,2.48536087309931e-07,8.59986461280037e-10,308,NP_194957.2,SD2-5,AT4G32300,44.573
Vitvi08g01686,-0.84929234540537,5.84515727445745e-11,2.48536087309931e-07,8.59986461280037e-10,505,NP_001319515.1,,AT3G10185,60.656
Vitvi10g00655,-0.84929234540537,5.84515727445745e-11,2.48536087309931e-07,8.59986461280037e-10,304,NP_188102.5,,AT3G14840,49.077
Vitvi09g00488,-0.848959457649281,6.05221945501368e-11,2.57340371227182e-07,8.734348185704291e-10,456,NP_175686.1,,AT1G52770,58.261
Vitvi14g04574,-0.848855691243208,6.118147687921079e-11,2.60143639690404e-07,8.734348185704291e-10,32,NP_181039.1,,AT2G34930,37.85
Vitvi10g02309,-0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,5,NP_974559.5,,AT4G16380,60.87
Vitvi12g04498,-0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,22,NP_188065.1,,AT3G14470,42.707
Vitvi13g02449,0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,3,,,,
Vitvi15g04150,0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,3,NP_196615.1,,AT5G10530,47.582
Vitvi07g02102,-0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,12,NP_188497.1,,AT3G18670,38.567
Vitvi13g01102,0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,7,NP_851036.1,ZIFL1,AT5G13750,63.804
Vitvi07g01407,-0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,8,NP_173048.3,NRAMP6,AT1G15960,56.442
Vitvi07g02686,0.848818436201521,6.14198049747315e-11,2.61157010752558e-07,8.734348185704291e-10,3,NP_189261.1,CYP71B34,AT3G26300,40.771
Vitvi04g01550,0.848532711723541,6.32765949527503e-11,2.69052081739094e-07,8.96840272463648e-10,233,NP_566951.1,YLS2,AT3G51430,57.064
Vitvi10g04650,0.847064057505404,7.36739697923236e-11,3.1326171955696e-07,1.0407366098237901e-09,8,NP_194449.1,,AT4G27190,30.0
Vitvi01g00290,0.846672420432397,7.67037634075461e-11,3.26144402008886e-07,1.0799483510228e-09,39,NP_177018.1,LBD42,AT1G68510,50.607
Vitvi11g00712,-0.846241370881337,8.017236228244219e-11,3.40892884424944e-07,1.12505902450477e-09,175,NP_194790.1,BRS1,AT4G30610,72.511
Vitvi05g00542,-0.845577149053068,8.5804287725848e-11,3.64839831410306e-07,1.1961961685584202e-09,901,NP_188918.2,NET1A,AT3G22790,45.934
Vitvi08g01333,0.845577149053068,8.580428772585069e-11,3.64839831410317e-07,1.1961961685584202e-09,10,NP_190982.1,PTR1,AT3G54140,76.232
Vitvi13g04716,-0.845199937507649,8.91644859627693e-11,3.79127394313695e-07,1.2349426524876101e-09,10,NP_188065.1,,AT3G14470,37.326
Vitvi01g00337,0.845199937507649,8.91644859627693e-11,3.79127394313695e-07,1.2349426524876101e-09,48,NP_177517.1,,AT1G73760,34.048
Vitvi12g04512,0.844968114174206,9.128992893054289e-11,3.88164777812668e-07,1.24548144190491e-09,3,NP_188065.1,,AT3G14470,43.233
Vitvi06g01689,0.844968114174206,9.128992893054289e-11,3.88164777812668e-07,1.24548144190491e-09,31,NP_173659.1,,AT1G22430,40.0
Vitvi07g02249,-0.844968114174206,9.128992893054549e-11,3.8816477781268e-07,1.24548144190491e-09,113,NP_182216.1,,AT2G46930,70.685
Vitvi06g00541,-0.844968114174206,9.128992893054549e-11,3.8816477781268e-07,1.24548144190491e-09,11,NP_180502.2,MTPB1,AT2G29410,51.688
Vitvi01g04204,-0.844925803783749,9.168290012141059e-11,3.89835691316238e-07,1.24548144190491e-09,160,NP_001154360.1,,AT1G23965,41.25
Vitvi15g00888,-0.844925803783749,9.168290012141059e-11,3.89835691316238e-07,1.24548144190491e-09,98,NP_191751.1,,AT3G61920,52.041
Vitvi19g01612,0.844731571904015,9.350718391636759e-11,3.97592546012395e-07,1.2662182994025302e-09,24,NP_187439.1,,AT3G07820,46.524
Vitvi12g02718,-0.843792305512795,1.02815774485916e-10,4.37172673114115e-07,1.3878497559178201e-09,27,NP_197590.1,JAZ12,AT5G20900,40.0
Vitvi14g04501,-0.843394676225792,1.07010543191962e-10,4.55008829652224e-07,1.42635996756183e-09,20,,,,
Vitvi16g00160,-0.843394676225792,1.07010543191962e-10,4.55008829652224e-07,1.42635996756183e-09,5,NP_001324901.1,,AT2G25737,64.615
Vitvi12g04106,-0.843394676225792,1.07010543191962e-10,4.55008829652224e-07,1.42635996756183e-09,4,,,,
Vitvi01g01037,0.843394676225792,1.07010543191962e-10,4.55008829652224e-07,1.42635996756183e-09,5,NP_177109.3,CYP704B1,AT1G69500,78.87
Vitvi11g01468,-0.842305878810776,1.19326396179529e-10,5.07375836555355e-07,1.58554948923549e-09,4,,,,
Vitvi19g01610,0.842194840456856,1.20653894170157e-10,5.13020358011506e-07,1.5981942617180901e-09,24,NP_188065.1,,AT3G14470,33.534
Vitvi02g01344,-0.840784054866544,1.38761858137279e-10,5.90015420799709e-07,1.8323460273282903e-09,3,NP_194130.3,CSLG3,AT4G23990,53.76
Vitvi08g00802,0.84050368615875,1.42649120988747e-10,6.06544062444153e-07,1.87784539456394e-09,58,NP_195794.1,,AT5G01740,51.515
Vitvi17g00753,-0.840344737359525,1.44897691006181e-10,6.16104982158283e-07,1.90155858690828e-09,49,NP_173820.1,UGT74B1,AT1G24100,47.186
Vitvi11g00339,-0.839620214717407,1.55571305453463e-10,6.61489190788123e-07,2.0353513562711503e-09,49,NP_189095.1,HSFC1,AT3G24520,68.528
Vitvi08g01881,-0.839051899302049,1.64450892995666e-10,6.99245197017572e-07,2.13836451687337e-09,138,NP_001318404.1,,AT2G41890,53.074
Vitvi02g00500,0.839051899302049,1.64450892995671e-10,6.99245197017592e-07,2.13836451687337e-09,76,NP_201041.1,,AT5G62350,51.136
Vitvi13g04420,-0.837970916250063,1.82656115104778e-10,7.76653801425518e-07,2.3606498523572e-09,10,,,,
Vitvi12g02318,-0.837970916250063,1.82656115104778e-10,7.76653801425518e-07,2.3606498523572e-09,11,NP_001328395.1,,AT4G03500,39.967
Vitvi04g01643,-0.837502683026992,1.9110952808019003e-10,8.12597713396967e-07,2.4624173133241403e-09,226,NP_851068.1,,AT5G24320,38.324
Vitvi15g00690,-0.837121377562538,1.98260958759278e-10,8.43005596644451e-07,2.5391734838688302e-09,771,NP_566041.2,,AT2G45290,78.209
Vitvi06g01398,-0.837121377562538,1.98260958759278e-10,8.43005596644451e-07,2.5391734838688302e-09,953,NP_197666.1,CSLA02,AT5G22740,79.963
Vitvi18g00466,-0.836275800413485,2.15017347261498e-10,9.14253760555888e-07,2.7455067884561203e-09,302,NP_181207.2,,AT2G36690,38.81
Vitvi05g01948,0.835484995697217,2.3187184169246501e-10,9.85919070876361e-07,2.9342829490367904e-09,10,,,,
Vitvi02g04035,-0.835484995697217,2.3187184169246501e-10,9.85919070876361e-07,2.9342829490367904e-09,16,NP_194130.3,CSLG3,AT4G23990,54.045
Vitvi15g00919,-0.835484995697217,2.3187184169246501e-10,9.85919070876361e-07,2.9342829490367904e-09,246,NP_191746.1,,AT3G61870,64.727
Vitvi18g00193,-0.835319412216182,2.35553059124017e-10,1.00157160739532e-06,2.97202257387335e-09,622,NP_564489.1,,AT1G44000,57.358
Vitvi01g00271,0.834311493091303,2.59159644346565e-10,1.10194680776159e-06,3.2434929200962e-09,6,NP_172792.1,,AT1G13340,42.647
Vitvi17g00025,0.834311493091303,2.59159644346565e-10,1.10194680776159e-06,3.2434929200962e-09,30,NP_200995.1,,AT5G61890,62.329
Vitvi18g04765,-0.834272315260609,2.60120198907049e-10,1.10603108575277e-06,3.2434929200962e-09,28,NP_187062.1,GAPC1,AT3G04120,60.494
Vitvi04g01466,0.834272315260609,2.60120198907056e-10,1.1060310857528e-06,3.2434929200962e-09,15,NP_179378.1,,AT2G17880,63.462
Vitvi12g04464,-0.833880547072144,2.69909320180423e-10,1.14765442940716e-06,3.3557147058688903e-09,6,NP_188065.1,,AT3G14470,41.914
Vitvi16g01150,-0.833655021565093,2.75698823891264e-10,1.17227139918566e-06,3.3589438372082304e-09,160,NP_566550.1,UGT88A1,AT3G16520,51.471
Vitvi03g01477,-0.833655021565093,2.75698823891264e-10,1.17227139918566e-06,3.3589438372082304e-09,195,NP_195268.2,DRL1,AT4G35420,76.235
Vitvi10g00931,-0.833655021565093,2.75698823891264e-10,1.17227139918566e-06,3.3589438372082304e-09,133,NP_193747.2,GSO1,AT4G20140,35.041
Vitvi02g00547,-0.833655021565093,2.75698823891264e-10,1.17227139918566e-06,3.3589438372082304e-09,20,NP_567506.1,,AT4G16563,63.087
Vitvi07g02637,-0.833655021565093,2.75698823891264e-10,1.17227139918566e-06,3.3589438372082304e-09,210,NP_201536.1,,AT5G67350,30.868
Vitvi05g00544,0.833655021565093,2.75698823891268e-10,1.17227139918567e-06,3.3589438372082304e-09,62,NP_188919.1,,AT3G22800,68.882
Vitvi03g00384,0.833655021565093,2.75698823891268e-10,1.17227139918567e-06,3.3589438372082304e-09,60,NP_190650.4,,AT3G50810,51.316
Vitvi14g01789,-0.833572795567533,2.77838240112236e-10,1.18136819695723e-06,3.3753377055920802e-09,210,NP_179455.1,MEE16,AT2G18650,45.122
Vitvi01g01038,0.832835466112553,2.97724595759819e-10,1.26592498117075e-06,3.6066238779793504e-09,31,NP_564966.1,NAP,AT1G69490,67.544
Vitvi13g04209,0.832547156274335,3.05854429370815e-10,1.3004930336847e-06,3.6633606582668404e-09,7,,,,
Vitvi12g00036,0.832547156274335,3.05854429370815e-10,1.3004930336847e-06,3.6633606582668404e-09,3,NP_563768.1,GPAT1,AT1G06520,58.673
Vitvi09g04187,0.832547156274335,3.05854429370815e-10,1.3004930336847e-06,3.6633606582668404e-09,3,NP_201247.1,,AT5G64420,68.571
Vitvi11g04266,-0.832547156274335,3.0585442937082003e-10,1.30049303368473e-06,3.6633606582668404e-09,11,,,,
Vitvi14g01357,-0.830627524792,3.6547561027515005e-10,1.55400229488994e-06,4.340788533212121e-09,199,NP_197067.2,IRX6,AT5G15630,82.126
Vitvi03g00860,-0.830627524792,3.6547561027515005e-10,1.55400229488994e-06,4.340788533212121e-09,5,NP_179064.1,PRB1,AT2G14580,62.42
Vitvi12g02451,-0.830627524792,3.6547561027515005e-10,1.55400229488994e-06,4.340788533212121e-09,205,NP_171890.1,,AT1G03940,33.974
Vitvi13g04717,-0.829571086880557,4.02730532466389e-10,1.71241022404709e-06,4.56967632058936e-09,4,,,,
Vitvi08g02383,0.82951118322106,4.04945303112617e-10,1.72182742883485e-06,4.56967632058936e-09,7,,,,
Vitvi12g00050,0.829476273338115,4.06241215706199e-10,1.72733764918276e-06,4.56967632058936e-09,56,NP_174286.1,CAB1,AT1G29930,86.94
Vitvi06g01334,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,350,NP_180379.1,,AT2G28120,69.097
Vitvi14g01575,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,606,NP_186830.1,,AT3G01810,55.96
Vitvi07g04401,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,542,NP_199657.1,,AT5G48460,77.376
Vitvi07g01071,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,74,NP_566306.3,AIR12,AT3G07390,39.431
Vitvi07g01699,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,634,NP_851151.1,FRA1,AT5G47820,76.493
Vitvi17g00658,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,582,NP_001331001.1,,AT5G61190,26.066
Vitvi07g02029,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,716,NP_001320124.1,,AT4G33420,67.081
Vitvi09g04127,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,5,NP_001320574.1,,AT1G52660,48.0
Vitvi15g00921,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,158,NP_171628.2,RABA3,AT1G01200,70.248
Vitvi09g04123,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,9,NP_001320574.1,,AT1G52660,46.067
Vitvi07g04483,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,467,NP_176737.2,HEXO3,AT1G65590,76.923
Vitvi14g04590,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,338,,,,
Vitvi01g00860,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,181,NP_564983.1,LGT8,AT1G70090,71.722
Vitvi03g01759,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,254,NP_190274.1,COPT2,AT3G46900,26.446
Vitvi17g00139,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,509,NP_196925.2,,AT5G14210,58.14
