# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "32" "-p" "-B" "-C" "-t" "exon" "-g" "exon_id" "-a" "/scratch/USERNAME/Athal/TAIR10ref/Arabidopsis_thaliana.TAIR10.63.gff3" "-o" "/scratch/USERNAME/Athal/froussios2019_samples_from1_to14.counts.tsv" "/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam
AT1G16270.3.exon3	1;1;1	5566710;5566710;5566710	5566862;5566862;5566862	+;+;+	153	64	51	47	20	54	51	22	55	37	57	33	57	9	55
AT1G16270.3.exon4	1;1;1	5566988;5566988;5566988	5567151;5567151;5567151	+;+;+	164	54	57	46	13	43	37	36	54	51	51	39	44	22	35
AT1G16270.3.exon5	1;1;1	5567262;5567262;5567262	5567409;5567409;5567409	+;+;+	148	53	59	51	14	55	35	33	54	49	55	32	51	10	37
AT1G16270.3.exon6	1;1;1	5567482;5567482;5567482	5567604;5567604;5567604	+;+;+	123	27	30	16	13	26	26	25	42	27	34	21	32	21	21
AT1G16270.3.exon7	1;1;1	5567675;5567675;5567675	5567762;5567762;5567762	+;+;+	88	4	0	0	1	1	3	1	2	1	3	1	2	0	3
AT1G16270.3.exon8	1;1;1	5567946;5567946;5567946	5568368;5568368;5568368	+;+;+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16270.1.exon1	1	5562861	5563200	+	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16270.3.exon1	1	5563507	5566376	+	2870	30	27	19	2	26	32	10	34	30	16	26	28	4	32
AT1G16280.1.exon6	1	5567742	5568634	-	893	119	109	79	34	108	123	45	77	67	65	54	73	30	66
AT1G16280.1.exon5	1	5568815	5568913	-	99	10	9	10	0	8	17	5	10	7	8	4	11	3	7
AT1G16280.1.exon4	1	5569014	5569095	-	82	6	4	3	2	7	11	5	7	2	4	0	6	4	5
AT1G16280.1.exon3	1	5569180	5569383	-	204	64	45	72	25	59	69	43	52	39	53	38	43	22	31
AT1G16280.1.exon2	1	5569464	5569786	-	323	146	125	139	34	139	129	89	100	56	104	68	124	21	101
AT1G16280.1.exon1	1	5569873	5570679	-	807	318	288	263	104	268	253	208	215	173	199	194	241	53	251
AT1G16290.1.exon12	1;1	5570753;5570753	5570965;5570965	-;-	213	1	1	0	0	0	0	0	0	0	0	0	2	0	0
AT1G16290.1.exon11	1;1	5571061;5571061	5571186;5571186	-;-	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon10	1;1	5571276;5571276	5571389;5571389	-;-	114	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon9	1;1	5571483;5571483	5571592;5571592	-;-	110	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon8	1;1	5571705;5571705	5571758;5571758	-;-	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon7	1;1	5571873;5571873	5572042;5572042	-;-	170	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon6	1;1	5572248;5572248	5572309;5572309	-;-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon5	1;1	5572510;5572510	5572629;5572629	-;-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.1.exon4	1;1	5572741;5572741	5572857;5572857	-;-	117	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G16290.1.exon3	1;1	5572951;5572951	5573081;5573081	-;-	131	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G16290.1.exon2	1;1	5573200;5573200	5573250;5573250	-;-	51	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AT1G16290.1.exon1	1	5573362	5573538	-	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.2.exon2	1	5573362	5573571	-	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16290.2.exon1	1	5573688	5573958	-	271	0	2	0	0	2	0	2	0	0	0	0	0	0	0
AT1G16300.1.exon1	1	5574257	5574525	+	269	26	29	34	16	47	33	27	28	23	23	27	25	9	51
AT1G16300.1.exon2	1	5574837	5574907	+	71	4	2	0	0	5	3	0	2	0	2	1	1	0	3
AT1G16300.1.exon3	1	5575013	5575080	+	68	1	3	5	2	0	0	2	0	0	0	2	0	0	1
AT1G16300.1.exon4	1	5575165	5575203	+	39	1	2	2	0	0	1	0	4	1	1	3	0	1	1
AT1G16300.1.exon5	1	5575336	5575436	+	101	5	11	3	2	4	0	2	4	5	4	2	1	3	3
AT1G16300.1.exon6	1	5575661	5575773	+	113	2	5	3	0	8	7	5	9	6	6	4	5	3	4
AT1G16300.1.exon7	1	5575911	5576010	+	100	3	5	0	0	4	7	1	3	2	2	8	2	0	1
AT1G16300.1.exon8	1	5576157	5576303	+	147	8	9	13	2	5	4	7	11	6	15	5	11	3	11
AT1G16300.1.exon9	1	5576406	5576466	+	61	0	6	2	2	1	3	0	1	1	3	2	0	0	0
AT1G16300.1.exon10	1	5576574	5576671	+	98	2	6	2	2	3	3	1	3	0	1	0	7	2	1
AT1G16300.1.exon11	1	5576753	5576895	+	143	11	7	8	4	14	7	9	13	12	13	14	12	7	18
AT1G16300.1.exon12	1	5577005	5577088	+	84	5	1	2	2	5	3	1	6	5	4	5	3	2	4
AT1G16300.1.exon13	1	5577169	5577258	+	90	4	1	1	0	2	4	1	1	5	7	2	6	2	2
AT1G16300.1.exon14	1	5577352	5577622	+	271	15	28	41	8	46	41	25	22	32	35	29	51	6	27
AT1G16310.1.exon1	1	5578265	5578708	+	444	28	42	50	26	23	30	24	39	24	52	25	50	22	37
AT1G16310.1.exon2	1	5579235	5579347	+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16310.1.exon3	1;1	5579434;5579434	5579679;5579679	+;+	246	28	26	22	7	32	26	14	46	23	29	25	38	10	27
AT1G16310.1.exon4	1;1	5579769;5579769	5579849;5579849	+;+	81	3	0	0	1	1	2	0	1	0	2	0	0	1	0
AT1G16310.1.exon5	1;1	5579925;5579925	5580155;5580155	+;+	231	28	38	16	5	29	35	15	27	22	32	25	24	11	11
AT1G16310.1.exon6	1;1	5580244;5580244	5580730;5580730	+;+	487	89	94	92	22	99	93	45	78	68	105	71	85	39	65
AT1G16310.2.exon1	1	5578791	5579347	+	557	7	8	4	0	6	2	6	7	4	9	1	5	0	2
AT1G16320.1.exon1	1	5580821	5581282	+	462	1982	1971	1896	662	1680	1519	1119	2192	2217	2766	2237	2378	1003	2100
AT1G16320.1.exon2	1	5581443	5582154	+	712	2603	2492	2140	592	2252	1908	1113	3497	3185	4358	3189	3452	1478	2830
AT1G16330.1.exon23	1	5582387	5582522	-	136	23	12	7	3	7	7	7	13	6	7	10	18	5	9
AT1G16330.1.exon22	1	5582614	5582792	-	179	11	16	11	9	11	14	6	6	2	7	12	8	3	12
AT1G16330.1.exon21	1	5582886	5582984	-	99	4	2	2	3	4	0	0	3	2	1	0	1	0	6
AT1G16330.1.exon20	1	5583089	5583148	-	60	3	0	0	0	0	0	0	0	0	1	1	1	0	0
AT1G16330.1.exon19	1	5583228	5583389	-	162	2	8	5	1	1	6	5	2	2	6	3	3	3	8
AT1G16330.1.exon18	1	5583479	5583568	-	90	1	3	0	0	2	0	0	0	0	1	0	3	0	0
AT1G16330.1.exon17	1	5583697	5583819	-	123	0	2	3	0	0	1	2	1	5	1	0	4	0	1
AT1G16330.1.exon16	1	5583898	5584182	-	285	14	18	10	1	17	31	11	9	5	6	9	14	1	8
AT1G16330.1.exon15	1	5584395	5584449	-	55	1	3	2	0	0	1	0	1	0	1	0	0	0	0
AT1G16330.1.exon14	1	5584693	5584783	-	91	0	0	0	0	1	2	0	1	2	0	0	2	1	0
AT1G16330.1.exon13	1	5584884	5584929	-	46	0	1	3	0	1	0	2	1	0	0	0	1	0	2
AT1G16330.1.exon12	1	5585046	5585100	-	55	0	1	0	0	0	2	0	0	0	0	0	0	0	0
AT1G16330.1.exon11	1	5585354	5585411	-	58	1	2	0	0	3	0	0	0	0	0	0	0	0	1
AT1G16330.1.exon10	1	5585503	5585557	-	55	0	0	0	0	0	0	0	1	0	2	1	2	0	0
AT1G16330.1.exon9	1	5585791	5585845	-	55	2	0	0	1	0	0	0	0	0	1	0	1	1	0
AT1G16330.1.exon8	1	5586036	5586071	-	36	2	1	1	0	0	0	0	0	0	0	0	0	1	0
AT1G16330.1.exon7	1	5586227	5586323	-	97	0	2	0	0	2	0	0	0	0	0	0	1	1	0
AT1G16330.1.exon6	1	5586410	5586461	-	52	2	0	0	0	0	2	2	3	0	0	1	1	0	1
AT1G16330.1.exon5	1	5586555	5586615	-	61	0	0	0	0	1	0	0	2	0	2	1	1	0	0
AT1G16330.1.exon4	1	5586758	5586793	-	36	2	1	0	0	1	0	0	0	1	0	0	3	0	0
AT1G16330.1.exon3	1	5586890	5586950	-	61	1	1	0	0	1	0	1	0	0	0	0	1	0	0
AT1G16330.1.exon2	1	5587031	5587070	-	40	0	0	0	0	1	0	0	0	2	0	1	0	0	0
AT1G16330.1.exon1	1	5587377	5587461	-	85	1	0	0	2	2	3	2	0	0	1	0	2	0	1
AT1G16340.2.exon15	1	5587722	5588022	-	301	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G16340.3.exon14	1;1;1;1	5588114;5588114;5588114;5588114	5588179;5588179;5588179;5588179	-;-;-;-	66	5	7	6	1	3	3	6	3	4	7	2	1	1	5
AT1G16340.3.exon13	1;1;1;1	5588259;5588259;5588259;5588259	5588306;5588306;5588306;5588306	-;-;-;-	48	7	5	7	1	4	3	5	2	3	3	2	2	0	2
AT1G16340.3.exon12	1;1;1;1	5588386;5588386;5588386;5588386	5588433;5588433;5588433;5588433	-;-;-;-	48	10	3	2	2	7	4	3	6	1	3	3	2	2	0
AT1G16340.3.exon11	1;1;1;1	5588522;5588522;5588522;5588522	5588620;5588620;5588620;5588620	-;-;-;-	99	12	9	12	3	18	10	11	9	6	1	10	5	5	8
AT1G16340.3.exon10	1;1;1;1	5588723;5588723;5588723;5588723	5588767;5588767;5588767;5588767	-;-;-;-	45	5	4	2	4	1	4	2	2	0	2	4	7	0	0
AT1G16340.3.exon9	1;1;1;1	5588882;5588882;5588882;5588882	5588940;5588940;5588940;5588940	-;-;-;-	59	16	13	12	4	12	6	7	5	13	8	13	9	3	8
AT1G16340.3.exon8	1;1;1;1	5589064;5589064;5589064;5589064	5589148;5589148;5589148;5589148	-;-;-;-	85	4	12	8	4	11	9	3	11	6	4	10	9	3	7
AT1G16340.3.exon7	1;1;1;1	5589229;5589229;5589229;5589229	5589303;5589303;5589303;5589303	-;-;-;-	75	12	7	8	4	8	2	4	5	4	5	5	11	5	7
AT1G16340.3.exon6	1;1;1;1	5589423;5589423;5589423;5589423	5589482;5589482;5589482;5589482	-;-;-;-	60	10	5	3	0	5	7	3	2	0	4	2	5	5	2
AT1G16340.3.exon5	1;1;1;1	5589565;5589565;5589565;5589565	5589630;5589630;5589630;5589630	-;-;-;-	66	5	2	1	0	9	4	5	4	1	5	6	3	2	5
AT1G16340.3.exon4	1;1;1;1	5589929;5589929;5589929;5589929	5590025;5590025;5590025;5590025	-;-;-;-	97	9	8	4	2	15	12	2	7	10	12	14	10	5	14
AT1G16340.3.exon3	1;1;1	5590241;5590241;5590241	5590338;5590338;5590338	-;-;-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.2.exon2	1	5590431	5590524	-	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.2.exon1	1	5590611	5590658	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.1.exon14	1	5587735	5588022	-	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.1.exon1	1	5590431	5590761	-	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.4.exon14	1	5587790	5588022	-	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.4.exon2	1	5590235	5590338	-	104	0	2	1	0	0	1	0	0	1	0	1	0	0	0
AT1G16340.4.exon1	1	5590431	5590642	-	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.3.exon15	1	5587893	5588022	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.3.exon2	1	5590431	5590471	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16340.3.exon1	1	5590611	5590651	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16350.1.exon1	1	5590756	5591353	+	598	499	511	566	449	528	525	430	304	287	432	356	472	80	388
AT1G16350.1.exon2	1	5591469	5592064	+	596	1475	1349	1179	600	1622	1514	954	629	559	680	670	913	190	608
AT1G16350.1.exon3	1	5592171	5592350	+	180	156	147	150	98	191	164	137	100	68	102	92	117	39	79
AT1G16350.1.exon4	1	5592444	5592701	+	258	297	227	241	77	315	358	199	195	139	240	186	206	57	160
AT1G16350.1.exon5	1	5592801	5593098	+	298	315	292	303	127	322	402	192	167	144	196	155	191	41	144
AT1G16360.2.exon8	1	5593270	5593550	-	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon6	1;1	5593672;5593672	5593961;5593961	-;-	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon5	1;1;1	5594097;5594097;5594097	5594394;5594394;5594394	-;-;-	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon4	1;1;1;1;1	5594524;5594524;5594524;5594524;5594524	5594594;5594594;5594594;5594594;5594594	-;-;-;-;-	71	0	0	0	0	0	0	0	0	0	0	1	0	1	0
AT1G16360.1.exon3	1;1;1;1;1	5594697;5594697;5594697;5594697;5594697	5594810;5594810;5594810;5594810;5594810	-;-;-;-;-	114	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon2	1;1;1;1;1	5594902;5594902;5594902;5594902;5594902	5594976;5594976;5594976;5594976;5594976	-;-;-;-;-	75	0	2	2	0	0	2	2	0	0	0	0	0	0	0
AT1G16360.2.exon2	1	5595075	5595133	-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.2.exon1	1	5595706	5595814	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon7	1	5593301	5593550	-	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.1.exon1	1;1;1	5595075;5595075;5595075	5595179;5595179;5595179	-;-;-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.5.exon6	1	5593301	5593550	-	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.5.exon5	1	5593672	5594394	-	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.3.exon5	1	5593301	5594394	-	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.4.exon6	1	5593301	5593961	-	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16360.4.exon1	1	5595075	5595223	-	149	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G16370.1.exon1	1	5596633	5598447	+	1815	187	175	190	70	336	263	195	233	253	346	251	284	97	244
AT1G16380.1.exon4	1	5598411	5598732	-	322	4	6	0	2	2	2	2	3	0	2	0	2	0	0
AT1G16380.1.exon3	1	5598873	5599813	-	941	0	2	0	0	5	0	0	0	0	0	0	0	0	0
AT1G16380.1.exon2	1	5599903	5600880	-	978	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G16380.1.exon1	1	5601209	5601367	-	159	0	0	0	0	1	0	2	0	0	0	0	0	0	0
AT1G16390.1.exon1	1	5602786	5604770	+	1985	492	508	525	198	635	478	456	514	636	654	550	1088	236	764
AT1G16400.1.exon1	1	5605044	5606199	+	1156	568	535	457	271	581	630	320	482	469	545	309	547	118	312
AT1G16400.1.exon2	1	5606377	5606650	+	274	122	92	79	30	120	112	59	99	86	123	53	110	21	74
AT1G16400.1.exon3	1	5606911	5607498	+	588	215	213	184	96	249	199	100	246	180	202	169	202	58	135
AT1G16410.1.exon1	1	5608682	5609833	+	1152	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AT1G16410.1.exon2	1	5609945	5610218	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16410.1.exon3	1	5610748	5612064	+	1317	1387	1484	1002	522	1421	1641	670	882	773	1022	668	957	264	673
AT1G16410.2.exon1	1	5608807	5609833	+	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16410.2.exon2	1	5609945	5610769	+	825	59	67	44	14	44	59	10	30	20	28	23	15	15	21
AT1G16420.1.exon2	1	5612150	5613100	-	951	11	3	6	0	18	14	4	2	0	4	2	0	2	4
AT1G16420.1.exon1	1	5613481	5614020	-	540	10	2	5	2	4	1	6	0	3	0	1	0	0	2
AT1G16430.1.exon1	1	5614593	5614787	+	195	23	27	38	19	14	22	24	13	16	9	11	32	7	13
AT1G16430.1.exon2	1	5614877	5614942	+	66	6	5	6	0	8	9	7	3	4	4	7	10	1	7
AT1G16430.1.exon3	1	5615167	5615660	+	494	156	137	128	38	154	133	96	86	103	96	62	90	26	67
AT1G16440.1.exon1	1	5615808	5615879	+	72	0	2	1	0	0	0	2	0	0	0	0	0	0	0
AT1G16440.1.exon2	1	5616100	5616713	+	614	29	20	22	4	29	35	19	4	14	21	5	6	5	5
AT1G16440.1.exon3	1	5616786	5617672	+	887	28	24	23	4	31	39	30	12	25	13	11	12	3	9
AT1G16445.1.exon1	1	5617786	5618012	+	227	33	48	43	14	25	45	32	18	22	17	18	16	4	19
AT1G16445.1.exon2	1	5618143	5618206	+	64	3	4	3	0	2	5	4	0	1	0	2	5	0	1
AT1G16445.1.exon3	1	5618436	5618634	+	199	27	28	28	20	33	16	35	16	19	21	24	25	7	18
AT1G16445.1.exon4	1	5618722	5618795	+	74	4	3	7	1	4	4	7	2	1	1	1	4	1	2
AT1G16445.1.exon5	1	5618909	5619064	+	156	31	24	13	8	27	12	21	10	13	6	13	23	2	22
AT1G16445.1.exon6	1	5619174	5619456	+	283	52	31	37	12	35	48	32	21	25	33	17	37	14	23
AT1G16450.1.exon1	1	5619471	5619543	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.5.exon11	1	5619545	5619949	-	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.6.exon10	1;1	5620038;5620038	5620230;5620230	-;-	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.2.exon9	1;1;1;1;1;1	5620312;5620312;5620312;5620312;5620312;5620312	5620393;5620393;5620393;5620393;5620393;5620393	-;-;-;-;-;-	82	26	15	19	6	17	16	10	12	19	15	9	10	8	26
AT1G16460.2.exon8	1;1;1;1;1;1	5620507;5620507;5620507;5620507;5620507;5620507	5620565;5620565;5620565;5620565;5620565;5620565	-;-;-;-;-;-	59	26	11	8	1	16	9	3	11	11	11	14	6	5	14
AT1G16460.2.exon7	1;1;1;1;1;1	5620637;5620637;5620637;5620637;5620637;5620637	5620696;5620696;5620696;5620696;5620696;5620696	-;-;-;-;-;-	60	20	30	8	8	28	30	7	11	13	14	22	18	5	23
AT1G16460.2.exon6	1;1;1;1;1;1	5620811;5620811;5620811;5620811;5620811;5620811	5620973;5620973;5620973;5620973;5620973;5620973	-;-;-;-;-;-	163	302	273	265	116	318	312	194	269	220	322	276	316	113	268
AT1G16460.2.exon5	1;1;1;1;1;1	5621072;5621072;5621072;5621072;5621072;5621072	5621196;5621196;5621196;5621196;5621196;5621196	-;-;-;-;-;-	125	288	245	265	108	323	256	173	219	207	196	187	287	103	178
AT1G16460.2.exon4	1;1;1;1;1;1	5621492;5621492;5621492;5621492;5621492;5621492	5621554;5621554;5621554;5621554;5621554;5621554	-;-;-;-;-;-	63	54	38	21	9	50	39	24	38	27	37	33	66	16	41
AT1G16460.2.exon3	1;1;1;1;1;1	5621693;5621693;5621693;5621693;5621693;5621693	5621752;5621752;5621752;5621752;5621752;5621752	-;-;-;-;-;-	60	16	7	27	4	14	6	10	2	13	14	8	9	7	19
AT1G16460.2.exon2	1;1	5621871;5621871	5622050;5622050	-;-	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.2.exon1	1;1	5622479;5622479	5622624;5622624	-;-	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.1.exon12	1;1;1	5619582;5619582;5619582	5619949;5619949;5619949	-;-;-	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.2.exon11	1;1;1;1	5620038;5620038;5620038;5620038	5620105;5620105;5620105;5620105	-;-;-;-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.2.exon10	1;1;1;1	5620167;5620167;5620167;5620167	5620230;5620230;5620230;5620230	-;-;-;-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.3.exon2	1	5621871	5622047	-	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.3.exon1	1	5622469	5622633	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.1.exon2	1;1;1	5621871;5621871;5621871	5622050;5622050;5622050	-;-;-	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.4.exon2	1	5622373	5622412	-	40	15	9	12	3	10	11	9	14	11	12	9	24	3	8
AT1G16460.4.exon1	1	5622469	5622663	-	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.1.exon1	1	5622469	5622674	-	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.6.exon11	1	5619595	5619949	-	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.6.exon1	1	5622469	5622624	-	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16460.2.exon12	1	5619641	5619949	-	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16470.1.exon1	1	5622746	5622907	+	162	0	1	0	0	0	1	0	0	2	0	0	0	0	0
AT1G16470.1.exon2	1	5623097	5623162	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16470.2.exon2	1;1	5623241;5623241	5623317;5623317	+;+	77	8	9	8	1	8	9	9	9	6	6	7	11	7	6
AT1G16470.2.exon3	1;1	5623401;5623401	5623465;5623465	+;+	65	12	10	11	4	14	6	5	4	5	9	5	10	2	10
AT1G16470.2.exon4	1;1	5623589;5623589	5623635;5623635	+;+	47	19	15	8	0	12	5	4	7	15	6	7	16	4	12
AT1G16470.2.exon5	1;1	5623728;5623728	5623803;5623803	+;+	76	14	8	13	1	17	4	2	18	10	11	15	17	6	18
AT1G16470.2.exon6	1;1	5623891;5623891	5623958;5623958	+;+	68	13	12	19	2	13	22	11	9	12	10	7	13	8	19
AT1G16470.2.exon7	1;1	5624266;5624266	5624335;5624335	+;+	70	15	20	31	2	20	16	5	19	11	24	18	12	10	15
AT1G16470.2.exon8	1;1	5624619;5624619	5624704;5624704	+;+	86	18	23	19	4	29	16	10	19	19	23	14	25	19	23
AT1G16470.2.exon9	1;1	5624871;5624871	5624933;5624933	+;+	63	14	16	18	7	25	15	12	16	7	16	10	13	7	12
AT1G16470.2.exon10	1;1	5625228;5625228	5625293;5625293	+;+	66	9	9	8	1	13	5	3	13	12	7	10	14	2	11
AT1G16470.1.exon12	1	5625391	5625683	+	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16470.2.exon1	1	5622838	5623162	+	325	17	9	8	4	11	12	12	8	12	9	14	15	7	12
AT1G16470.2.exon11	1	5625391	5625643	+	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16480.2.exon2	1	5625699	5625794	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16480.2.exon1	1	5625872	5628656	-	2785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16480.1.exon1	1	5625702	5629013	-	3312	29	11	17	7	25	24	13	4	6	2	13	9	1	10
AT1G05227.1.exon1	1	5628923	5629213	+	291	0	1	0	0	0	0	0	3	0	0	1	0	0	0
AT1G16489.1.exon1	1	5629183	5629302	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16489.1.exon2	1	5629982	5630314	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16489.1.exon3	1	5630389	5631029	+	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16489.2.exon1	1	5629194	5629302	+	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16489.2.exon2	1	5629982	5631131	+	1150	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AT1G16489.3.exon1	1	5629264	5629302	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
