# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "32" "-p" "-B" "-C" "-t" "gene" "-g" "gene_id" "-a" "/scratch/USERNAME/Athal/TAIR10ref/Arabidopsis_thaliana.TAIR10.63.gff3" "-o" "/scratch/USERNAME/Athal/froussios2019_samples_from1_to14_perGene.counts.tsv" "/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam
AT1G15080	1	5187549	5189673	+	2125	361	406	321	110	358	375	217	286	261	366	318	391	120	352
AT1G15085	1	5192219	5192854	+	636	114	86	64	28	140	144	65	20	38	50	30	46	10	40
AT1G15100	1	5193284	5194214	-	931	812	725	664	300	661	671	391	826	778	934	572	578	204	626
AT1G15110	1	5198940	5202315	+	3376	946	832	882	362	1184	1104	828	884	724	989	820	1159	342	948
AT1G15120	1	5202593	5204494	+	1902	3996	4097	3723	1342	4376	4225	2777	3465	3289	4091	3445	4271	1704	3897
AT1G15125	1	5204312	5205964	+	1653	393	628	722	313	984	504	746	84	134	176	105	207	91	163
AT1G15130	1	5206002	5209979	-	3978	4058	4082	3874	1642	4044	3565	2849	3683	2989	4000	3419	4314	1593	3915
AT1G15140	1	5210181	5212349	-	2169	1428	1511	1099	310	1106	890	569	1074	862	1287	1044	896	356	918
AT1G15150	1	5212475	5215042	+	2568	14	20	4	6	14	13	13	15	15	8	8	9	8	23
AT1G15160	1	5215345	5217545	+	2201	385	366	324	105	342	251	193	253	181	276	179	220	87	197
AT1G15165	1	5217719	5220113	-	2395	484	420	447	154	430	320	229	340	330	347	287	369	122	320
AT1G15170	1	5220403	5222973	+	2571	509	467	570	199	715	641	573	428	369	622	661	787	312	825
AT1G15180	1	5224294	5226778	+	2485	1696	1810	1512	507	1494	1307	1272	1819	1565	2242	2190	2484	1123	2765
AT1G15190	1	5226982	5228202	+	1221	54	36	49	17	41	46	35	17	10	11	13	16	11	16
AT1G15200	1	5228300	5231184	-	2885	1888	1146	1641	1097	1699	1959	1498	644	688	849	734	1117	310	786
AT1G15210	1	5231345	5236886	-	5542	1192	1022	864	374	1433	1353	876	424	434	544	420	454	159	525
AT1G15215	1	5238044	5240051	+	2008	691	681	612	181	644	612	438	556	431	615	441	567	235	653
AT1G15220	1	5240029	5241541	-	1513	551	654	603	224	733	725	553	657	594	710	643	832	336	789
AT1G15230	1	5242073	5243262	-	1190	1069	903	893	553	1248	1240	898	514	528	644	533	808	100	637
AT1G15240	1	5243383	5248693	+	5311	4858	4151	4154	1274	4274	4087	2885	2900	2659	3237	2851	3773	935	3119
AT1G15250	1	5248664	5249676	-	1013	1098	1093	1153	408	1105	1100	762	717	631	866	742	1032	345	911
AT1G15260	1	5249760	5250573	+	814	2311	2849	2369	625	1702	1365	965	2762	2377	2759	1967	2342	905	1977
AT1G15270	1	5250650	5252121	-	1472	5278	5284	4976	1796	6262	6524	3798	4714	4590	5400	4540	6135	1992	5390
AT1G15280	1	5252285	5256863	+	4579	5356	4538	4786	2042	5581	5350	4092	2859	2841	3540	2968	4422	899	3683
AT1G15290	1	5256870	5265155	-	8286	10416	8512	10711	4962	12056	11580	8115	7070	8070	9944	7405	11722	2349	6335
AT1G15310	1	5268891	5272058	-	3168	744	601	528	292	621	817	490	238	275	322	244	382	50	296
AT1G15320	1	5272256	5274074	-	1819	8	6	4	0	0	8	14	6	7	0	8	3	2	4
AT1G15330	1	5274271	5275602	+	1332	36	115	90	44	127	110	101	124	133	223	231	282	93	318
AT1G15340	1	5275616	5277869	-	2254	6381	3070	5080	4369	5770	6514	5117	1493	1691	2003	1655	3120	780	2334
AT1G15350	1	5278027	5279988	-	1962	1684	1758	1546	462	1901	1683	1281	2146	1870	2363	1951	2392	1057	2436
AT1G15360	1	5283268	5284736	+	1469	12	10	8	0	4	19	4	4	2	7	0	0	0	4
AT1G15370	1	5286866	5288640	+	1775	1928	1891	1914	656	2148	2028	1445	1870	1796	2176	1743	2517	922	2132
AT1G15380	1	5290582	5292582	+	2001	819	712	1027	352	2006	802	1211	1011	1156	1588	872	2661	416	933
AT1G15385	1	5292712	5293338	-	627	17	11	12	4	30	20	12	0	11	2	4	3	0	2
AT1G15390	1	5294629	5295931	+	1303	1353	1400	1154	456	1438	1402	928	1308	1034	1388	1178	1480	420	1290
AT1G15400	1	5295756	5297075	-	1320	4274	4364	4138	1475	4959	4616	3879	3614	3396	4648	3944	5136	2047	4827
AT1G15410	1	5298324	5300927	+	2604	1014	994	955	314	1246	1147	869	1125	1090	979	788	1358	293	1184
AT1G15415	1	5300742	5301489	-	748	21	19	19	12	33	23	13	13	14	6	7	20	2	36
AT1G15420	1	5301516	5303522	-	2007	1487	1472	1306	460	1737	1592	1177	915	695	916	825	1214	424	1133
AT1G15430	1	5304098	5306087	+	1990	806	774	749	297	1409	1100	901	734	1109	869	856	1063	362	1093
AT1G15440	1	5306027	5309558	-	3532	2189	1966	1652	840	1885	1954	1471	873	559	710	679	1029	174	688
AT1G15460	1	5309907	5314128	-	4222	51	55	32	8	49	95	40	432	98	49	22	29	16	79
AT1G15470	1	5315499	5317941	+	2443	868	854	818	342	861	953	583	890	555	694	599	725	248	751
AT1G15480	1	5317973	5320630	+	2658	1026	927	930	292	1028	1037	785	441	461	478	371	583	191	584
AT1G15490	1	5320615	5323895	-	3281	767	754	760	264	683	700	470	912	864	626	519	902	262	630
AT1G15500	1	5326290	5328875	+	2586	16723	16094	14630	5719	14396	13564	9776	13629	11780	15594	13036	16298	4595	14377
AT1G15510	1	5329064	5331711	+	2648	1885	1352	1362	527	1583	1463	903	562	393	489	433	599	110	384
AT1G15520	1	5331858	5338326	-	6469	489	335	342	119	346	300	245	343	263	271	285	261	98	240
AT1G15530	1	5339961	5341931	-	1971	691	753	696	364	773	595	593	455	461	482	467	692	205	603
AT1G15540	1	5342090	5343876	+	1787	3	8	8	0	2	2	5	0	20	0	0	1	0	0
AT1G15550	1	5344388	5346342	-	1955	21	54	28	8	24	32	22	47	48	79	122	148	53	98
AT1G15570	1	5361865	5365559	+	3695	609	699	620	188	630	665	426	660	563	637	684	785	352	865
AT1G15580	1	5365512	5366497	-	986	42	57	57	14	72	67	32	100	56	83	95	142	54	89
AT1G15590	1	5367297	5368670	+	1374	6	12	2	0	4	6	5	4	1	0	0	0	0	1
AT1G15600	1	5368923	5370344	+	1422	0	4	2	0	2	2	3	2	0	0	0	2	0	0
AT1G15610	1	5370677	5371859	+	1183	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G15620	1	5373459	5374575	+	1117	4	2	9	0	6	5	2	3	2	4	6	5	3	4
AT1G15625	1	5374755	5375910	+	1156	6	13	7	4	16	32	6	13	12	13	12	20	4	17
AT1G15630	1	5376793	5378056	+	1264	8	8	4	0	4	6	2	2	2	0	4	5	3	2
AT1G15640	1	5378886	5380239	+	1354	28	23	14	10	32	30	12	18	12	14	10	14	5	24
AT1G15660	1	5381032	5385380	+	4349	977	1045	854	298	1138	1124	725	1054	1012	792	674	1252	490	1096
AT1G15670	1	5389952	5391672	+	1721	1214	1281	1376	516	2789	1936	2506	1431	1212	2064	1869	3164	1274	3852
AT1G15680	1	5393407	5394639	+	1233	4	8	2	0	2	2	2	2	1	0	0	0	1	0
AT1G15690	1	5398926	5402733	+	3808	39577	40410	38926	14680	45126	35775	30920	32073	30891	40786	36217	47042	14629	39803
AT1G15700	1	5402569	5403818	-	1250	532	580	584	232	802	569	409	618	521	600	442	695	265	707
AT1G15710	1	5404130	5405910	+	1781	818	976	710	166	560	443	308	631	524	643	510	634	246	570
AT1G15720	1	5406025	5407486	+	1462	325	268	284	73	345	247	175	206	138	196	186	209	50	212
AT1G15730	1	5407401	5410043	-	2643	3020	3236	3302	1254	3928	3808	2978	3104	2965	3808	3553	4486	1316	3786
AT1G15740	1	5410908	5414919	+	4012	5789	6162	7613	2788	9660	9078	6872	6597	7649	9396	8166	11426	1945	8957
AT1G15750	1	5414817	5421033	-	6217	11333	12021	10703	3723	12333	9578	7917	14137	10746	13374	10501	14398	5302	12424
AT1G15757	1	5424242	5424579	-	338	5	0	0	0	0	0	0	0	2	0	0	0	0	0
AT1G15760	1	5425616	5426666	+	1051	69	94	58	22	72	76	32	57	50	60	40	53	23	50
AT1G15770	1	5426708	5428280	-	1573	24	15	20	0	16	2	4	11	9	7	9	5	5	5
AT1G15772	1	5428520	5429594	-	1075	17	6	10	3	16	9	8	12	5	4	0	10	2	6
AT1G15780	1	5430040	5436618	-	6579	4651	4662	4279	1810	3508	2883	2468	3709	3026	3700	2901	3862	1645	3381
AT1G15790	1	5438171	5440131	-	1961	559	461	464	208	538	504	443	282	252	368	246	396	120	257
AT1G15800	1	5441072	5443911	-	2840	666	743	878	386	981	901	632	538	647	714	743	1042	328	957
AT1G15810	1	5444220	5446564	+	2345	2476	2261	2010	743	2319	2150	1437	1867	1599	1951	1714	2150	722	1912
AT1G15820	1	5446462	5447880	-	1419	43805	53024	44976	25097	44265	37469	26268	152004	132862	161668	159744	154644	46262	148610
AT1G15830	1	5448060	5450617	+	2558	70	38	43	118	61	38	67	29	35	46	50	77	67	46
AT1G15825	1	5448073	5448608	-	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G15840	1	5451432	5452374	+	943	13	26	17	8	12	10	8	43	37	46	48	44	27	46
AT1G15850	1	5453245	5454088	-	844	5	4	0	0	2	5	2	2	2	0	0	0	0	0
AT1G15860	1	5454766	5457022	+	2257	2165	1941	1917	556	2266	2197	1527	2185	2064	2562	2124	2792	1265	2689
AT1G15870	1	5457084	5458429	+	1346	191	187	182	51	173	163	98	76	69	97	61	70	35	103
AT1G15880	1	5458398	5460359	-	1962	2318	2546	2549	981	2976	2682	2062	2646	2358	2862	2466	3383	1244	3355
AT1G15885	1	5460477	5461297	+	821	677	682	621	162	826	759	484	2239	2219	533	484	577	196	486
AT1G15890	1	5461309	5464241	+	2933	338	345	513	190	883	614	466	172	277	334	310	483	116	323
AT1G15900	1	5464273	5464947	+	675	24	29	46	2	27	23	18	22	24	21	31	38	11	32
AT1G15910	1	5465251	5469180	+	3930	2440	2451	2221	972	3101	3012	2119	1778	1593	1910	1704	2562	663	2458
AT1G15920	1	5469255	5471149	+	1895	1615	1640	1431	478	1597	1511	1091	1864	1562	1927	1735	1990	849	1941
AT1G15930	1	5471316	5473048	+	1733	8305	8365	6696	2581	8548	7896	5240	7929	6874	9351	8095	10245	3003	8257
AT1G15940	1	5473359	5478405	+	5047	3766	3244	3073	1338	3983	4061	2590	2583	2340	2500	2196	3183	854	2615
AT1G15950	1	5478603	5482180	+	3578	2137	1924	2031	1197	2241	2113	1517	5477	4846	7235	5343	5814	1628	4551
AT1G15960	1	5481665	5486105	-	4441	468	513	470	113	521	609	364	655	636	700	683	899	311	770
AT1G15970	1	5486273	5489132	-	2860	1723	1738	1430	534	1642	1664	1001	1554	1314	1390	1292	1570	679	1576
AT1G15980	1	5489145	5491363	+	2219	10172	9555	10122	4181	11347	10045	7063	15263	14382	18841	15388	17330	5938	14562
AT1G15990	1	5491133	5494192	-	3060	101	110	125	19	66	34	37	76	65	77	41	29	11	20
AT1G16000	1	5494533	5495359	+	827	1021	835	913	315	953	905	611	448	360	517	368	489	159	498
AT1G16010	1	5495373	5497723	-	2351	2644	2668	2691	942	3098	2847	2012	2381	2166	2837	2361	2858	1051	2738
AT1G16020	1	5498012	5501358	+	3347	1973	1849	1654	584	1875	2032	1126	1302	1215	1447	1051	1548	240	1076
AT1G16022	1	5501317	5501856	-	540	4	3	3	0	5	11	7	3	3	4	4	7	1	4
AT1G16025	1	5501505	5501959	+	455	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G16030	1	5501966	5504535	-	2570	759	584	539	266	644	672	620	459	427	649	568	823	224	774
AT1G16040	1	5504608	5507059	+	2452	1121	976	886	252	1007	968	665	803	605	904	776	984	323	934
AT1G16060	1	5508311	5511736	+	3426	75	74	100	41	132	155	67	81	88	79	87	83	30	92
AT1G16070	1	5510301	5513980	-	3680	147	152	118	42	121	149	92	108	123	93	102	104	33	110
AT1G16080	1	5514262	5516027	+	1766	4880	4494	4382	1621	5054	4575	3118	6120	5578	7857	7086	6983	2589	5710
AT1G16090	1	5516259	5517822	+	1564	456	389	441	100	337	273	197	354	342	313	199	216	67	226
AT1G16110	1	5518219	5520929	+	2711	532	568	870	568	1449	1374	1071	290	371	533	548	943	172	766
AT1G16120	1	5522602	5525452	+	2851	57	68	56	24	99	75	45	43	37	46	32	46	15	39
AT1G16130	1	5525293	5528212	+	2920	273	302	518	259	1242	855	993	125	96	270	332	504	182	435
AT1G16150	1	5532298	5535060	+	2763	41	50	42	19	50	65	45	94	75	25	24	47	16	22
AT1G16160	1	5535766	5538501	+	2736	69	54	64	22	53	65	41	80	72	62	45	75	34	67
AT1G16170	1	5538666	5540002	-	1337	1177	1266	1150	365	1480	1768	1085	1501	1238	1804	1677	2406	936	2756
AT1G16180	1	5540050	5542902	+	2853	6159	6524	5170	1738	6251	5162	3756	7157	6099	7947	6876	7438	2970	7903
AT1G16190	1	5543119	5546103	+	2985	925	1125	926	292	1056	969	689	686	644	836	769	812	340	878
AT1G16210	1	5546099	5547753	-	1655	2982	2760	2813	1657	3522	3398	2489	2546	2576	3428	2916	3617	977	2945
AT1G16220	1	5548262	5550770	+	2509	335	352	288	98	374	401	212	195	211	242	263	282	89	266
AT1G16225	1	5550791	5552414	-	1624	6	2	0	0	17	16	2	2	5	4	4	2	1	2
AT1G16230	1	5553467	5554489	-	1023	8	7	0	0	0	0	4	2	0	0	1	0	0	0
AT1G16240	1	5554843	5556844	-	2002	4953	5273	5258	2211	7361	6435	5114	6035	5154	6490	5714	7242	2993	7101
AT1G16250	1	5556964	5559520	+	2557	1510	1547	1615	597	2214	2216	1814	1351	1426	1852	1683	2229	793	2281
AT1G16260	1	5559498	5562192	-	2695	1682	1441	1611	667	1872	1567	1143	2660	2121	2769	2124	2802	886	2246
AT1G16270	1	5562861	5568368	+	5508	2853	2720	2424	833	2443	2171	1500	2421	1961	2463	1938	2376	822	2128
AT1G16280	1	5567742	5570679	-	2938	963	799	791	299	864	843	528	636	485	566	484	729	193	648
AT1G16290	1	5570753	5573958	-	3206	1	9	0	0	5	4	8	4	2	0	0	3	1	0
AT1G16300	1	5574257	5577622	+	3366	279	266	247	84	340	293	196	324	282	338	308	355	125	354
AT1G16310	1	5578265	5580730	+	2466	264	286	255	86	272	288	171	320	218	354	250	298	119	200
AT1G16320	1	5580821	5582154	+	1334	5115	4947	4582	1460	4446	3803	2536	6373	6022	8026	6084	6596	2800	5478
AT1G16330	1	5582387	5587461	-	5075	145	167	122	46	158	162	88	106	102	113	83	134	38	141
AT1G16340	1	5587722	5590761	-	3040	1218	1215	1027	439	1288	1360	850	784	659	776	720	952	293	840
AT1G16350	1	5590756	5593098	+	2343	3464	3206	3102	1680	3769	3702	2444	1749	1522	2114	1826	2401	532	1792
AT1G16360	1	5593270	5595814	-	2545	25	27	14	2	32	24	12	7	3	22	18	8	8	21
AT1G16370	1	5596633	5598447	+	1815	187	175	190	70	336	263	195	234	253	346	251	284	97	244
AT1G16380	1	5598411	5601367	-	2957	5	8	0	2	11	2	4	4	2	2	0	3	0	0
AT1G16390	1	5602786	5604770	+	1985	492	508	525	198	635	478	456	514	637	654	550	1088	236	764
AT1G16400	1	5605044	5607498	+	2455	1034	963	856	430	1087	1050	530	922	821	960	598	960	219	591
AT1G16410	1	5608682	5612064	+	3383	7226	7437	5611	3216	6751	7798	3564	4265	3995	4951	3490	4678	1419	3457
AT1G16420	1	5612150	5614020	-	1871	27	14	12	2	28	20	10	3	4	4	4	0	2	6
AT1G16430	1	5614593	5615660	+	1068	246	244	228	78	235	235	175	151	154	138	112	190	52	131
AT1G16440	1	5615808	5617672	+	1865	62	49	48	12	71	77	54	19	41	36	18	18	10	22
AT1G16445	1	5617786	5619456	+	1671	233	228	198	84	218	213	194	125	144	148	121	190	46	137
AT1G16460	1	5619545	5622674	-	3130	6278	5717	5762	1982	6644	6330	4109	4889	4142	5594	4538	6012	2097	5208
AT1G16470	1	5622746	5625683	+	2938	3175	3278	2949	943	3557	3347	2304	2764	2453	3077	2490	3185	1226	3095
AT1G16480	1	5625699	5629013	-	3315	450	345	340	136	464	461	312	138	126	104	138	187	27	140
AT1G16490	1	5629655	5631088	-	1434	233	205	226	88	156	167	134	208	157	139	152	152	81	133
AT1G16500	1	5638779	5640202	+	1424	237	237	176	80	136	102	40	163	139	131	106	140	48	114
AT1G16510	1	5644572	5645443	-	872	152	139	124	82	112	90	116	104	92	128	96	128	44	142
AT1G16515	1	5647462	5648114	-	653	134	108	62	20	86	106	33	124	110	178	58	74	16	66
AT1G16520	1	5648636	5651167	+	2532	710	820	609	244	830	908	556	617	476	666	498	628	254	717
AT1G16530	1	5651268	5652883	-	1616	37	43	41	4	54	30	27	38	24	24	22	34	13	46
AT1G16540	1	5659370	5665488	+	6119	1703	1381	1403	357	1500	1444	1006	1069	892	1246	866	1228	433	972
AT1G16560	1	5668384	5670708	+	2325	3372	3203	2918	1006	3305	3364	2300	2593	2325	3074	2609	3459	1012	2953
AT1G16570	1	5670577	5673600	-	3024	1185	1039	964	362	1181	1130	794	858	687	983	731	1066	267	916
AT1G16590	1	5673707	5675143	+	1437	374	356	339	90	371	399	261	351	246	356	274	395	154	330
AT1G16610	1	5675495	5678873	-	3379	1696	1825	1469	442	1357	1123	850	1673	1292	1797	1522	1711	605	1730
AT1G16630	1	5681973	5684909	-	2937	406	498	458	166	526	648	317	349	230	302	302	461	107	415
AT1G16640	1	5686525	5687727	+	1203	40	59	46	10	75	95	46	34	31	40	16	54	16	48
AT1G16650	1	5687871	5691369	+	3499	674	672	591	234	727	712	611	364	375	488	382	540	185	441
AT1G16670	1	5697216	5699870	+	2655	998	830	914	338	1215	1083	755	689	700	799	562	905	336	850
AT1G16680	1	5702153	5705892	+	3740	3581	3511	3127	1132	3457	3372	2256	2305	1947	2305	1752	2303	708	2003
AT1G16690	1	5705897	5709563	+	3667	534	616	470	116	450	428	286	440	362	449	383	515	150	423
AT1G16700	1	5709624	5712043	+	2420	2208	2076	1904	754	2518	2541	1772	2165	2032	2890	2296	2900	989	2552
AT1G16705	1	5712022	5713752	+	1731	22	16	31	8	22	18	7	12	20	16	10	4	10	10
AT1G16710	1	5713794	5722614	+	8821	6210	5506	5528	2154	6252	6133	4435	3670	3420	3808	2859	4543	1056	3509
AT1G16720	1	5722891	5726478	+	3588	8412	8754	9187	3186	9105	7748	5784	22789	22378	27883	22198	25478	8543	21696
AT1G16730	1	5726368	5727406	-	1039	232	201	223	67	211	219	140	1350	1061	1555	1162	1140	299	879
AT1G16740	1	5727622	5729115	+	1494	1352	1220	1046	469	1285	1415	787	811	675	846	634	984	257	900
AT1G16750	1	5729057	5731934	-	2878	976	1116	1074	349	922	749	523	972	851	973	831	1023	338	879
AT1G16760	1	5734190	5737704	+	3515	14	9	10	2	7	13	7	2	1	0	0	3	1	1
AT1G16770	1	5737839	5739377	+	1539	211	164	194	74	180	153	86	151	120	165	119	173	52	108
AT1G16780	1	5739468	5744636	-	5169	2050	1808	1618	659	1632	1739	1079	1144	1062	1103	1004	1285	320	1049
AT1G16790	1	5744335	5745259	+	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16800	1	5744484	5755468	-	10985	1752	1577	1353	482	1534	1480	960	846	872	850	683	943	214	647
AT1G16810	1	5755588	5756895	+	1308	3633	2911	2949	1460	3915	3807	2384	2387	2307	2734	2312	3333	847	2788
AT1G16820	1	5756835	5758653	-	1819	12506	11041	8969	3803	9874	7787	6411	5735	5215	17775	19197	6328	978	16339
AT1G16825	1	5758855	5760509	+	1655	309	299	282	112	321	338	233	298	229	371	282	356	112	397
AT1G16830	1	5760626	5762619	+	1994	268	213	215	44	164	227	133	85	55	89	61	109	22	101
AT1G16840	1	5762694	5764184	-	1491	2024	2267	2079	716	2446	2226	1717	2071	1864	2424	2101	2373	866	2280
AT1G16850	1	5764807	5765798	-	992	401	316	348	132	375	509	335	138	125	130	122	142	36	168
AT1G16860	1	5767300	5770602	+	3303	3287	3039	2687	1020	3088	2976	2061	2480	2205	2704	2204	3068	1090	2796
AT1G16870	1	5770732	5773322	-	2591	2253	2002	1830	678	2073	1970	1326	1521	1123	1563	1318	1731	692	1536
AT1G16880	1	5773512	5776308	+	2797	22546	23117	21172	5781	19846	16402	11388	19428	17785	22876	18603	19651	7876	18672
AT1G16890	1	5776177	5778529	-	2353	6275	6430	6106	2064	7508	6992	4780	6198	5576	7069	5754	7651	2945	7445
AT1G16900	1	5779008	5782433	-	3426	1543	1556	1325	482	1458	1223	928	1601	1017	1146	856	1138	420	1039
AT1G16905	1	5782455	5783840	-	1386	17	12	8	0	19	17	6	34	15	2	1	15	10	4
AT1G16910	1	5785003	5785959	+	957	4	13	4	2	15	3	14	12	4	15	11	26	6	26
AT1G16916	1	5786557	5787329	-	773	334	417	340	107	453	496	301	299	218	278	307	413	115	422
AT1G16920	1	5787150	5789312	-	2163	1320	1563	1356	483	1635	1489	1122	1601	1328	1625	1376	1927	694	1784
AT1G16930	1	5789679	5791752	+	2074	498	565	522	158	614	529	344	627	480	592	446	634	272	556
AT1G16940	1	5791983	5793491	+	1509	4	2	1	2	4	2	4	0	0	4	0	0	2	0
AT1G16945	1	5793905	5794197	+	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16950	1	5795879	5796666	+	788	0	4	0	0	1	0	0	1	2	0	0	0	0	0
AT1G16960	1	5799741	5800887	+	1147	1381	1247	1196	446	1419	1302	866	993	915	1089	1041	1103	511	1185
AT1G16970	1	5800767	5805811	-	5045	1519	1505	1285	373	1477	1553	1043	1134	931	1235	997	1243	467	1159
AT1G16980	1	5807200	5811610	+	4411	4	10	0	2	8	6	4	3	2	0	0	1	0	0
AT1G17000	1	5812728	5816662	+	3935	5	6	6	2	6	8	0	0	4	0	0	0	0	0
AT1G17010	1	5817567	5819352	+	1786	12	37	20	4	9	11	7	105	61	95	78	98	51	79
AT1G17020	1	5820080	5822013	+	1934	522	440	422	130	583	601	393	740	564	806	612	746	285	676
AT1G17030	1	5822309	5824464	+	2156	106	71	90	32	89	139	33	49	46	54	66	71	10	50
AT1G17040	1	5824771	5828266	+	3496	926	867	842	238	983	886	549	1007	760	972	762	1009	423	932
AT1G17050	1	5828915	5831383	+	2469	1312	1071	1099	372	1293	1174	730	3979	4065	5128	3784	4593	1153	3366
AT1G17060	1	5832094	5835488	-	3395	118	178	164	53	389	419	288	179	194	269	319	450	205	489
AT1G17065	1	5832303	5834030	+	1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17070	1	5837590	5840332	+	2743	862	418	527	310	632	763	512	181	144	157	119	262	48	156
AT1G17080	1	5840269	5841745	-	1477	2045	2226	2034	630	2728	2460	1790	2155	1914	2448	2028	2518	866	2235
AT1G17090	1	5842168	5844367	-	2200	479	337	343	80	324	426	190	123	126	152	126	141	38	144
AT1G17100	1	5844646	5845661	+	1016	3990	3874	3568	1290	3483	3100	1980	2568	2473	3877	2468	2457	673	1600
AT1G17110	1	5845675	5850934	-	5260	7308	6529	6435	2495	7431	7124	4783	4916	4484	5207	4355	6187	1644	5250
AT1G17120	1	5851860	5853987	+	2128	2065	1958	1774	600	2118	1976	1396	1864	1554	1990	1704	2311	760	2149
AT1G17130	1	5854093	5856697	+	2605	2116	1827	1804	786	2354	2169	1523	1625	1461	1995	1669	2213	572	1820
AT1G17140	1	5856573	5858550	-	1978	1571	1269	1389	729	1589	1710	1024	888	963	933	795	1338	226	1044
AT1G17145	1	5860078	5862890	-	2813	1798	2138	1989	668	2780	2445	1866	1949	1869	2353	2072	2765	1074	2908
AT1G17147	1	5863109	5864059	-	951	258	262	442	154	671	506	374	210	309	442	316	432	164	340
AT1G17150	1	5865707	5867495	+	1789	4	0	0	0	9	0	0	2	0	0	0	0	0	0
AT1G17160	1	5867535	5869436	+	1902	1331	1459	1262	652	1484	1388	1093	1179	1076	1343	1175	1512	548	1477
AT1G17170	1	5869543	5870883	+	1341	1205	729	1270	476	1710	1367	869	372	417	1418	417	911	126	235
AT1G17180	1	5872024	5873124	+	1101	299	254	198	66	424	616	278	86	104	136	98	100	29	120
AT1G17190	1	5875295	5876620	+	1326	825	859	716	220	1106	1409	648	785	840	1118	798	1020	336	982
AT1G17200	1	5878390	5880073	+	1684	2447	2817	2577	782	2818	2266	1631	3499	2989	3686	3284	3783	1298	3320
AT1G17210	1	5879996	5884773	-	4778	7495	7420	7245	3050	8806	8238	6403	7026	6241	8140	6771	9513	2858	7742
AT1G17220	1	5885007	5890500	+	5494	31188	25647	28368	12422	32101	31115	20320	19053	21586	25058	18463	29645	5592	18218
AT1G17230	1	5890616	5895141	+	4526	1555	1587	1577	450	1736	1523	1424	1160	994	1345	1052	1795	633	1507
