#node	identifier	category	term ID	term description
EDS1	3702.Q9SU72	GO Process	GO:2000377	Regulation of reactive oxygen species metabolic process
EDS1	3702.Q9SU72	GO Function	GO:0003824	Catalytic activity
EDS1	3702.Q9SU72	GO Function	GO:0005488	Binding
EDS1	3702.Q9SU72	GO Function	GO:0005515	Protein binding
EDS1	3702.Q9SU72	GO Function	GO:0016298	Lipase activity
EDS1	3702.Q9SU72	GO Function	GO:0016787	Hydrolase activity
EDS1	3702.Q9SU72	GO Function	GO:0016788	Hydrolase activity, acting on ester bonds
EDS1	3702.Q9SU72	GO Function	GO:0042802	Identical protein binding
EDS1	3702.Q9SU72	GO Function	GO:0042803	Protein homodimerization activity
EDS1	3702.Q9SU72	GO Function	GO:0046983	Protein dimerization activity
EDS1	3702.Q9SU72	GO Component	GO:0005622	Intracellular anatomical structure
EDS1	3702.Q9SU72	GO Component	GO:0005634	Nucleus
EDS1	3702.Q9SU72	GO Component	GO:0005737	Cytoplasm
EDS1	3702.Q9SU72	GO Component	GO:0005783	Endoplasmic reticulum
EDS1	3702.Q9SU72	GO Component	GO:0005829	Cytosol
EDS1	3702.Q9SU72	GO Component	GO:0009507	Chloroplast
EDS1	3702.Q9SU72	GO Component	GO:0009536	Plastid
EDS1	3702.Q9SU72	GO Component	GO:0012505	Endomembrane system
EDS1	3702.Q9SU72	GO Component	GO:0032991	Protein-containing complex
EDS1	3702.Q9SU72	GO Component	GO:0043226	Organelle
EDS1	3702.Q9SU72	GO Component	GO:0043227	Membrane-bounded organelle
EDS1	3702.Q9SU72	GO Component	GO:0043229	Intracellular organelle
EDS1	3702.Q9SU72	GO Component	GO:0043231	Intracellular membrane-bounded organelle
EDS1	3702.Q9SU72	GO Component	GO:0106093	EDS1 disease-resistance complex
EDS1	3702.Q9SU72	GO Component	GO:0110165	Cellular anatomical entity
EDS1	3702.Q9SU72	STRING clusters	CL:22145	Mixed, incl. Immune system process, and PUB protein, U-box domain, plant
EDS1	3702.Q9SU72	STRING clusters	CL:22146	Mixed, incl. Immune system process, and PUB protein, U-box domain, plant
EDS1	3702.Q9SU72	STRING clusters	CL:22272	Mixed, incl. Plant-type hypersensitive response, and NAD+ nucleosidase activity
EDS1	3702.Q9SU72	STRING clusters	CL:22273	Mixed, incl. Plant-type hypersensitive response, and NAD+ nucleosidase activity
EDS1	3702.Q9SU72	STRING clusters	CL:22275	Mixed, incl. Plant-type hypersensitive response, and NAD+ nucleosidase activity
EDS1	3702.Q9SU72	STRING clusters	CL:22276	Mixed, incl. EDS1, EP domain, and Virus X resistance protein-like, coiled-coil domain
EDS1	3702.Q9SU72	STRING clusters	CL:22278	Mixed, incl. EDS1, EP domain, and Ligase activity, forming phosphoric ester bonds
EDS1	3702.Q9SU72	STRING clusters	CL:22280	Mixed, incl. EDS1, EP domain, and Ligase activity, forming phosphoric ester bonds
EDS1	3702.Q9SU72	KEGG	ath04626	Plant-pathogen interaction
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005622	Intracellular
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005634	Nucleus
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005737	Cytoplasm
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005829	Cytosol
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005886	Plasma membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0009507	Chloroplast
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0009536	Plastid
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0016020	Membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0016021	Integral component of membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0043226	Organelle
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0043229	Intracellular organelle
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0043235	Receptor complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0045323	interleukin-1 receptor complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0071944	Cell periphery
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0098796	Membrane protein complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0098802	Plasma membrane signaling receptor complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0106093	EDS1 disease-resistance complex
EDS1	3702.Q9SU72	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
EDS1	3702.Q9SU72	UniProt Keywords	KW-0007	Acetylation
EDS1	3702.Q9SU72	UniProt Keywords	KW-0025	Alternative splicing
EDS1	3702.Q9SU72	UniProt Keywords	KW-0175	Coiled coil
EDS1	3702.Q9SU72	UniProt Keywords	KW-0256	Endoplasmic reticulum
EDS1	3702.Q9SU72	UniProt Keywords	KW-0378	Hydrolase
EDS1	3702.Q9SU72	UniProt Keywords	KW-0492	Microsome
EDS1	3702.Q9SU72	UniProt Keywords	KW-0539	Nucleus
EDS1	3702.Q9SU72	UniProt Keywords	KW-0611	Plant defense
EDS1	3702.Q9SU72	UniProt Keywords	KW-0963	Cytoplasm
EDS1	3702.Q9SU72	Pfam	PF01764	Lipase (class 3)
EDS1	3702.Q9SU72	InterPro	IPR002921	Fungal lipase-like domain
EDS1	3702.Q9SU72	InterPro	IPR029058	Alpha/Beta hydrolase fold
EDS1	3702.Q9SU72	InterPro	IPR041266	EDS1, EP domain
EDS1	3702.Q9SU72	InterPro	IPR044214	EDS1-like
F19I3.16	3702.O64757	GO Process	GO:0002239	Response to oomycetes
F19I3.16	3702.O64757	GO Process	GO:0006950	Response to stress
F19I3.16	3702.O64757	GO Process	GO:0006952	Defense response
F19I3.16	3702.O64757	GO Process	GO:0009605	Response to external stimulus
F19I3.16	3702.O64757	GO Process	GO:0009607	Response to biotic stimulus
F19I3.16	3702.O64757	GO Process	GO:0009620	Response to fungus
F19I3.16	3702.O64757	GO Process	GO:0043207	Response to external biotic stimulus
F19I3.16	3702.O64757	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
F19I3.16	3702.O64757	GO Process	GO:0050832	Defense response to fungus
F19I3.16	3702.O64757	GO Process	GO:0050896	Response to stimulus
F19I3.16	3702.O64757	GO Process	GO:0051707	Response to other organism
F19I3.16	3702.O64757	GO Process	GO:0098542	Defense response to other organism
F19I3.16	3702.O64757	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
F19I3.16	3702.O64757	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
F19I3.16	3702.O64757	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
F19I3.16	3702.O64757	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
F19I3.16	3702.O64757	STRING clusters	CL:34617	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
F19I3.16	3702.O64757	STRING clusters	CL:34618	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
F19I3.16	3702.O64757	STRING clusters	CL:34621	Mixed, incl. Anion exchange, and Active borate transmembrane transporter activity
F19I3.16	3702.O64757	STRING clusters	CL:34622	Anion exchange, and NB-ARC domain
F19I3.16	3702.O64757	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
F19I3.16	3702.O64757	UniProt Keywords	KW-0433	Leucine-rich repeat
F19I3.16	3702.O64757	UniProt Keywords	KW-0677	Repeat
F19I3.16	3702.O64757	UniProt Keywords	KW-0732	Signal
F19I3.16	3702.O64757	Pfam	PF00560	Leucine Rich Repeat
F19I3.16	3702.O64757	Pfam	PF08263	Leucine rich repeat N-terminal domain
F19I3.16	3702.O64757	InterPro	IPR001611	Leucine-rich repeat
F19I3.16	3702.O64757	InterPro	IPR003591	Leucine-rich repeat, typical subtype
F19I3.16	3702.O64757	InterPro	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
F19I3.16	3702.O64757	InterPro	IPR032675	Leucine-rich repeat domain superfamily
F19I3.16	3702.O64757	SMART	SM00370	Leucine-rich repeats, outliers
FER	3702.Q9SCZ4	GO Process	GO:0000003	Reproduction
FER	3702.Q9SCZ4	GO Process	GO:0000160	Phosphorelay signal transduction system
FER	3702.Q9SCZ4	GO Process	GO:0001558	Regulation of cell growth
FER	3702.Q9SCZ4	GO Process	GO:0006468	Protein phosphorylation
FER	3702.Q9SCZ4	GO Process	GO:0006793	Phosphorus metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0006796	Phosphate-containing compound metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0006807	Nitrogen compound metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0006950	Response to stress
FER	3702.Q9SCZ4	GO Process	GO:0006952	Defense response
FER	3702.Q9SCZ4	GO Process	GO:0007154	Cell communication
FER	3702.Q9SCZ4	GO Process	GO:0007165	Signal transduction
FER	3702.Q9SCZ4	GO Process	GO:0007275	Multicellular organism development
FER	3702.Q9SCZ4	GO Process	GO:0007623	Circadian rhythm
FER	3702.Q9SCZ4	GO Process	GO:0008152	Metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0009605	Response to external stimulus
FER	3702.Q9SCZ4	GO Process	GO:0009607	Response to biotic stimulus
FER	3702.Q9SCZ4	GO Process	GO:0009620	Response to fungus
FER	3702.Q9SCZ4	GO Process	GO:0009719	Response to endogenous stimulus
FER	3702.Q9SCZ4	GO Process	GO:0009723	Response to ethylene
FER	3702.Q9SCZ4	GO Process	GO:0009725	Response to hormone
FER	3702.Q9SCZ4	GO Process	GO:0009737	Response to abscisic acid
FER	3702.Q9SCZ4	GO Process	GO:0009738	Abscisic acid-activated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009741	Response to brassinosteroid
FER	3702.Q9SCZ4	GO Process	GO:0009742	Brassinosteroid mediated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009755	Hormone-mediated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009787	Regulation of abscisic acid-activated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009788	Negative regulation of abscisic acid-activated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009791	Post-embryonic development
FER	3702.Q9SCZ4	GO Process	GO:0009856	Pollination
FER	3702.Q9SCZ4	GO Process	GO:0009873	Ethylene-activated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0009966	Regulation of signal transduction
FER	3702.Q9SCZ4	GO Process	GO:0009968	Negative regulation of signal transduction
FER	3702.Q9SCZ4	GO Process	GO:0009987	Cellular process
FER	3702.Q9SCZ4	GO Process	GO:0010033	Response to organic substance
FER	3702.Q9SCZ4	GO Process	GO:0010118	Stomatal movement
FER	3702.Q9SCZ4	GO Process	GO:0010468	Regulation of gene expression
FER	3702.Q9SCZ4	GO Process	GO:0010483	Pollen tube reception
FER	3702.Q9SCZ4	GO Process	GO:0010646	Regulation of cell communication
FER	3702.Q9SCZ4	GO Process	GO:0010648	Negative regulation of cell communication
FER	3702.Q9SCZ4	GO Process	GO:0014070	Response to organic cyclic compound
FER	3702.Q9SCZ4	GO Process	GO:0016310	Phosphorylation
FER	3702.Q9SCZ4	GO Process	GO:0018108	Peptidyl-tyrosine phosphorylation
FER	3702.Q9SCZ4	GO Process	GO:0018193	Peptidyl-amino acid modification
FER	3702.Q9SCZ4	GO Process	GO:0018212	Peptidyl-tyrosine modification
FER	3702.Q9SCZ4	GO Process	GO:0019222	Regulation of metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0019538	Protein metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0022414	Reproductive process
FER	3702.Q9SCZ4	GO Process	GO:0022622	Root system development
FER	3702.Q9SCZ4	GO Process	GO:0023051	Regulation of signaling
FER	3702.Q9SCZ4	GO Process	GO:0023052	Signaling
FER	3702.Q9SCZ4	GO Process	GO:0023057	Negative regulation of signaling
FER	3702.Q9SCZ4	GO Process	GO:0030308	Negative regulation of cell growth
FER	3702.Q9SCZ4	GO Process	GO:0032501	Multicellular organismal process
FER	3702.Q9SCZ4	GO Process	GO:0032502	Developmental process
FER	3702.Q9SCZ4	GO Process	GO:0032870	Cellular response to hormone stimulus
FER	3702.Q9SCZ4	GO Process	GO:0032922	Circadian regulation of gene expression
FER	3702.Q9SCZ4	GO Process	GO:0033993	Response to lipid
FER	3702.Q9SCZ4	GO Process	GO:0035556	Intracellular signal transduction
FER	3702.Q9SCZ4	GO Process	GO:0036211	Protein modification process
FER	3702.Q9SCZ4	GO Process	GO:0040008	Regulation of growth
FER	3702.Q9SCZ4	GO Process	GO:0042221	Response to chemical
FER	3702.Q9SCZ4	GO Process	GO:0043170	Macromolecule metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0043207	Response to external biotic stimulus
FER	3702.Q9SCZ4	GO Process	GO:0043401	Steroid hormone mediated signaling pathway
FER	3702.Q9SCZ4	GO Process	GO:0043412	Macromolecule modification
FER	3702.Q9SCZ4	GO Process	GO:0044237	Cellular metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0044238	Primary metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
FER	3702.Q9SCZ4	GO Process	GO:0044706	Multi-multicellular organism process
FER	3702.Q9SCZ4	GO Process	GO:0045926	Negative regulation of growth
FER	3702.Q9SCZ4	GO Process	GO:0046777	Protein autophosphorylation
FER	3702.Q9SCZ4	GO Process	GO:0048364	Root development
FER	3702.Q9SCZ4	GO Process	GO:0048511	Rhythmic process
FER	3702.Q9SCZ4	GO Process	GO:0048519	Negative regulation of biological process
FER	3702.Q9SCZ4	GO Process	GO:0048523	Negative regulation of cellular process
FER	3702.Q9SCZ4	GO Process	GO:0048545	Response to steroid hormone
FER	3702.Q9SCZ4	GO Process	GO:0048583	Regulation of response to stimulus
FER	3702.Q9SCZ4	GO Process	GO:0048585	Negative regulation of response to stimulus
FER	3702.Q9SCZ4	GO Process	GO:0048731	System development
FER	3702.Q9SCZ4	GO Process	GO:0048856	Anatomical structure development
FER	3702.Q9SCZ4	GO Process	GO:0050789	Regulation of biological process
FER	3702.Q9SCZ4	GO Process	GO:0050794	Regulation of cellular process
FER	3702.Q9SCZ4	GO Process	GO:0050832	Defense response to fungus
FER	3702.Q9SCZ4	GO Process	GO:0050896	Response to stimulus
FER	3702.Q9SCZ4	GO Process	GO:0051128	Regulation of cellular component organization
FER	3702.Q9SCZ4	GO Process	GO:0051703	Biological process involved in intraspecies interaction between organisms
FER	3702.Q9SCZ4	GO Process	GO:0051707	Response to other organism
FER	3702.Q9SCZ4	GO Process	GO:0051716	Cellular response to stimulus
FER	3702.Q9SCZ4	GO Process	GO:0060255	Regulation of macromolecule metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0065007	Biological regulation
FER	3702.Q9SCZ4	GO Process	GO:0070887	Cellular response to chemical stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071215	Cellular response to abscisic acid stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071310	Cellular response to organic substance
FER	3702.Q9SCZ4	GO Process	GO:0071367	Cellular response to brassinosteroid stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071369	Cellular response to ethylene stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071383	Cellular response to steroid hormone stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071396	Cellular response to lipid
FER	3702.Q9SCZ4	GO Process	GO:0071407	Cellular response to organic cyclic compound
FER	3702.Q9SCZ4	GO Process	GO:0071495	Cellular response to endogenous stimulus
FER	3702.Q9SCZ4	GO Process	GO:0071704	Organic substance metabolic process
FER	3702.Q9SCZ4	GO Process	GO:0097305	Response to alcohol
FER	3702.Q9SCZ4	GO Process	GO:0097306	Cellular response to alcohol
FER	3702.Q9SCZ4	GO Process	GO:0098542	Defense response to other organism
FER	3702.Q9SCZ4	GO Process	GO:0099402	Plant organ development
FER	3702.Q9SCZ4	GO Process	GO:1901419	Regulation of response to alcohol
FER	3702.Q9SCZ4	GO Process	GO:1901420	Negative regulation of response to alcohol
FER	3702.Q9SCZ4	GO Process	GO:1901564	Organonitrogen compound metabolic process
FER	3702.Q9SCZ4	GO Process	GO:1901700	Response to oxygen-containing compound
FER	3702.Q9SCZ4	GO Process	GO:1901701	Cellular response to oxygen-containing compound
FER	3702.Q9SCZ4	GO Process	GO:1905957	Regulation of cellular response to alcohol
FER	3702.Q9SCZ4	GO Process	GO:1905958	Negative regulation of cellular response to alcohol
FER	3702.Q9SCZ4	GO Function	GO:0000166	Nucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0003824	Catalytic activity
FER	3702.Q9SCZ4	GO Function	GO:0004672	Protein kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0004674	Protein serine/threonine kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0004713	Protein tyrosine kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0004714	Transmembrane receptor protein tyrosine kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0004888	Transmembrane signaling receptor activity
FER	3702.Q9SCZ4	GO Function	GO:0005488	Binding
FER	3702.Q9SCZ4	GO Function	GO:0005524	ATP binding
FER	3702.Q9SCZ4	GO Function	GO:0016301	Kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0016740	Transferase activity
FER	3702.Q9SCZ4	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
FER	3702.Q9SCZ4	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
FER	3702.Q9SCZ4	GO Function	GO:0017076	Purine nucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0019199	Transmembrane receptor protein kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0030554	Adenyl nucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0032553	Ribonucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0032555	Purine ribonucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0032559	Adenyl ribonucleotide binding
FER	3702.Q9SCZ4	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
FER	3702.Q9SCZ4	GO Function	GO:0036094	Small molecule binding
FER	3702.Q9SCZ4	GO Function	GO:0038023	Signaling receptor activity
FER	3702.Q9SCZ4	GO Function	GO:0043167	Ion binding
FER	3702.Q9SCZ4	GO Function	GO:0043168	Anion binding
FER	3702.Q9SCZ4	GO Function	GO:0060089	Molecular transducer activity
FER	3702.Q9SCZ4	GO Function	GO:0097159	Organic cyclic compound binding
FER	3702.Q9SCZ4	GO Function	GO:0097367	Carbohydrate derivative binding
FER	3702.Q9SCZ4	GO Function	GO:0106310	Protein serine kinase activity
FER	3702.Q9SCZ4	GO Function	GO:0140096	Catalytic activity, acting on a protein
FER	3702.Q9SCZ4	GO Function	GO:1901265	Nucleoside phosphate binding
FER	3702.Q9SCZ4	GO Function	GO:1901363	Heterocyclic compound binding
FER	3702.Q9SCZ4	GO Component	GO:0005618	Cell wall
FER	3702.Q9SCZ4	GO Component	GO:0005886	Plasma membrane
FER	3702.Q9SCZ4	GO Component	GO:0005911	Cell-cell junction
FER	3702.Q9SCZ4	GO Component	GO:0009506	Plasmodesma
FER	3702.Q9SCZ4	GO Component	GO:0016020	Membrane
FER	3702.Q9SCZ4	GO Component	GO:0016021	Integral component of membrane
FER	3702.Q9SCZ4	GO Component	GO:0030054	Cell junction
FER	3702.Q9SCZ4	GO Component	GO:0030312	External encapsulating structure
FER	3702.Q9SCZ4	GO Component	GO:0031224	Intrinsic component of membrane
FER	3702.Q9SCZ4	GO Component	GO:0043680	Filiform apparatus
FER	3702.Q9SCZ4	GO Component	GO:0055044	Symplast
FER	3702.Q9SCZ4	GO Component	GO:0070161	Anchoring junction
FER	3702.Q9SCZ4	GO Component	GO:0071944	Cell periphery
FER	3702.Q9SCZ4	GO Component	GO:0110165	Cellular anatomical entity
FER	3702.Q9SCZ4	STRING clusters	CL:21425	Mixed, incl. Receptor-like protein kinase ANXUR1-like, and Rapid ALkalinization Factor
FER	3702.Q9SCZ4	STRING clusters	CL:21426	Mixed, incl. Malectin domain, and GPI-anchored protein LORELEI-like
FER	3702.Q9SCZ4	STRING clusters	CL:21427	Mixed, incl. GPI-anchored protein LORELEI-like, and Receptor-like protein kinase ANXUR1-like
FER	3702.Q9SCZ4	STRING clusters	CL:21428	Mixed, incl. GPI-anchored protein LORELEI-like, and Receptor-like protein kinase ANXUR1-like
FER	3702.Q9SCZ4	STRING clusters	CL:21430	Mixed, incl. GPI-anchored protein LORELEI-like, and Pollen tube reception
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0005618	Cell wall
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0005886	Plasma membrane
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0016020	Membrane
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0030312	External encapsulating structure
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0043680	Filiform apparatus
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0071944	Cell periphery
FER	3702.Q9SCZ4	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
FER	3702.Q9SCZ4	UniProt Keywords	KW-0067	ATP-binding
FER	3702.Q9SCZ4	UniProt Keywords	KW-0217	Developmental protein
FER	3702.Q9SCZ4	UniProt Keywords	KW-0278	Fertilization
FER	3702.Q9SCZ4	UniProt Keywords	KW-0325	Glycoprotein
FER	3702.Q9SCZ4	UniProt Keywords	KW-0418	Kinase
FER	3702.Q9SCZ4	UniProt Keywords	KW-0472	Membrane
FER	3702.Q9SCZ4	UniProt Keywords	KW-0547	Nucleotide-binding
FER	3702.Q9SCZ4	UniProt Keywords	KW-0597	Phosphoprotein
FER	3702.Q9SCZ4	UniProt Keywords	KW-0675	Receptor
FER	3702.Q9SCZ4	UniProt Keywords	KW-0723	Serine/threonine-protein kinase
FER	3702.Q9SCZ4	UniProt Keywords	KW-0732	Signal
FER	3702.Q9SCZ4	UniProt Keywords	KW-0808	Transferase
FER	3702.Q9SCZ4	UniProt Keywords	KW-0812	Transmembrane
FER	3702.Q9SCZ4	UniProt Keywords	KW-0936	Ethylene signaling pathway
FER	3702.Q9SCZ4	UniProt Keywords	KW-0938	Abscisic acid signaling pathway
FER	3702.Q9SCZ4	UniProt Keywords	KW-1003	Cell membrane
FER	3702.Q9SCZ4	UniProt Keywords	KW-1070	Brassinosteroid signaling pathway
FER	3702.Q9SCZ4	UniProt Keywords	KW-1133	Transmembrane helix
FER	3702.Q9SCZ4	Pfam	PF11721	Malectin domain
FER	3702.Q9SCZ4	InterPro	IPR000719	Protein kinase domain
FER	3702.Q9SCZ4	InterPro	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
FER	3702.Q9SCZ4	InterPro	IPR008271	Serine/threonine-protein kinase, active site
FER	3702.Q9SCZ4	InterPro	IPR011009	Protein kinase-like domain superfamily
FER	3702.Q9SCZ4	InterPro	IPR017441	Protein kinase, ATP binding site
FER	3702.Q9SCZ4	InterPro	IPR024788	Malectin-like domain
FER	3702.Q9SCZ4	InterPro	IPR046957	Receptor-like protein kinase FERONIA-like
GSO2	3702.Q9FIZ3	GO Process	GO:0006468	Protein phosphorylation
GSO2	3702.Q9FIZ3	GO Process	GO:0006793	Phosphorus metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0006796	Phosphate-containing compound metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0006807	Nitrogen compound metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0007275	Multicellular organism development
GSO2	3702.Q9FIZ3	GO Process	GO:0007389	Pattern specification process
GSO2	3702.Q9FIZ3	GO Process	GO:0008152	Metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0009553	Embryo sac development
GSO2	3702.Q9FIZ3	GO Process	GO:0009653	Anatomical structure morphogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:0009798	Axis specification
GSO2	3702.Q9FIZ3	GO Process	GO:0009987	Cellular process
GSO2	3702.Q9FIZ3	GO Process	GO:0010453	Regulation of cell fate commitment
GSO2	3702.Q9FIZ3	GO Process	GO:0016043	Cellular component organization
GSO2	3702.Q9FIZ3	GO Process	GO:0016310	Phosphorylation
GSO2	3702.Q9FIZ3	GO Process	GO:0019538	Protein metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0022603	Regulation of anatomical structure morphogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:0032501	Multicellular organismal process
GSO2	3702.Q9FIZ3	GO Process	GO:0032502	Developmental process
GSO2	3702.Q9FIZ3	GO Process	GO:0036211	Protein modification process
GSO2	3702.Q9FIZ3	GO Process	GO:0042659	Regulation of cell fate specification
GSO2	3702.Q9FIZ3	GO Process	GO:0043170	Macromolecule metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0043412	Macromolecule modification
GSO2	3702.Q9FIZ3	GO Process	GO:0044237	Cellular metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0044238	Primary metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0045229	External encapsulating structure organization
GSO2	3702.Q9FIZ3	GO Process	GO:0048229	Gametophyte development
GSO2	3702.Q9FIZ3	GO Process	GO:0048731	System development
GSO2	3702.Q9FIZ3	GO Process	GO:0048856	Anatomical structure development
GSO2	3702.Q9FIZ3	GO Process	GO:0050789	Regulation of biological process
GSO2	3702.Q9FIZ3	GO Process	GO:0050793	Regulation of developmental process
GSO2	3702.Q9FIZ3	GO Process	GO:0050794	Regulation of cellular process
GSO2	3702.Q9FIZ3	GO Process	GO:0051302	Regulation of cell division
GSO2	3702.Q9FIZ3	GO Process	GO:0065001	Specification of axis polarity
GSO2	3702.Q9FIZ3	GO Process	GO:0065007	Biological regulation
GSO2	3702.Q9FIZ3	GO Process	GO:0071554	Cell wall organization or biogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:0071555	Cell wall organization
GSO2	3702.Q9FIZ3	GO Process	GO:0071704	Organic substance metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:0071840	Cellular component organization or biogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:0090708	Specification of plant organ axis polarity
GSO2	3702.Q9FIZ3	GO Process	GO:0099402	Plant organ development
GSO2	3702.Q9FIZ3	GO Process	GO:1901564	Organonitrogen compound metabolic process
GSO2	3702.Q9FIZ3	GO Process	GO:1905392	Plant organ morphogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:1905421	Regulation of plant organ morphogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:2000067	Regulation of root morphogenesis
GSO2	3702.Q9FIZ3	GO Process	GO:2000280	Regulation of root development
GSO2	3702.Q9FIZ3	GO Function	GO:0000166	Nucleotide binding
GSO2	3702.Q9FIZ3	GO Function	GO:0003824	Catalytic activity
GSO2	3702.Q9FIZ3	GO Function	GO:0004672	Protein kinase activity
GSO2	3702.Q9FIZ3	GO Function	GO:0004674	Protein serine/threonine kinase activity
GSO2	3702.Q9FIZ3	GO Function	GO:0005488	Binding
GSO2	3702.Q9FIZ3	GO Function	GO:0005524	ATP binding
GSO2	3702.Q9FIZ3	GO Function	GO:0016301	Kinase activity
