"PC","gene","contribution_pct","loading","TAIR10_locus_tag","Athal_common_name","Athal_homology_pct","Athal_TAIR10_homolog_description"
4,"Vitvi05g01231",0.252998518515122,-0.0502989580921039,"AT4G03500","",33.077,"NP_001328395.1 Ankyrin repeat family protein [Arabidopsis thaliana]"
4,"Vitvi12g04235",0.249872150732669,0.0499872134383053,"AT5G27060","RLP53",43.558,"NP_198058.1 receptor like protein 53 [Arabidopsis thaliana]"
4,"Vitvi07g04602",0.249590381957283,0.0499590214032744,"AT5G09520","PELPK2",38.835,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi08g01299",0.237952883964975,0.0487804145087939,"AT3G09220","LAC7",63.67,"NP_187533.1 laccase 7 [Arabidopsis thaliana]"
4,"Vitvi14g01046",0.235328773415588,-0.0485106971105949,"AT5G03490","",51.316,"NP_195969.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi07g01990",0.234024523368069,0.0483760812145908,"AT1G75280","",46.624,"NP_565107.1 NmrA-like negative transcriptioNAl regulator family protein [Arabidopsis thaliana]"
4,"Vitvi12g01610",0.230392369668746,0.0479992051672468,"AT2G13810","ALD1",69.773,"NP_565359.1 AGD2-like defense response protein 1 [Arabidopsis thaliana]"
4,"Vitvi15g00643",0.226753090726863,0.0476185983337248,"AT1G65680","EXPB2",67.47,"NP_564860.3 expansin B2 [Arabidopsis thaliana]"
4,"Vitvi04g04009",0.224470735894392,0.0473783427205291,"AT5G25930","",61.29,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
4,"Vitvi13g00452",0.213289391538169,-0.0461832644513322,"AT1G22400","UGT85A1",40.252,"NP_173656.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi09g01666",0.209001943111526,0.0457167303196025,"AT5G20230","BCB",44.186,"NP_197523.1 blue-copper-binding protein [Arabidopsis thaliana]"
4,"Vitvi07g02577",0.204786553528093,0.0452533483322607,"AT5G09520","PELPK2",37.168,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi04g04011",0.203793400151911,0.0451434823813926,"AT5G25930","",63.429,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
4,"Vitvi13g00143",0.198290621994594,0.0445298351663908,"AT5G05340","PRX52",76.431,"NP_196153.1 Peroxidase superfamily protein [Arabidopsis thaliana]"
4,"Vitvi03g04396",0.19788012851356,0.0444837193266885,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi02g01408",0.195541616282438,0.044220087774951,"AT4G11650","OSM34",70.476,"NP_192902.1 osmotin 34 [Arabidopsis thaliana]"
4,"Vitvi03g04364",0.191025986121023,0.0437065196648077,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi19g00680",0.190399029805662,-0.0436347372864397,"AT4G13710","",65.312,"NP_567409.1 Pectin lyase-like superfamily protein [Arabidopsis thaliana]"
4,"Vitvi18g04752",0.189944380213873,-0.0435826089413969,"AT4G12010","",35.281,"NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]"
4,"Vitvi12g02561",0.18878457198049,0.0434493465981354,"AT5G09520","PELPK2",38.636,"NP_196514.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi03g04246",0.186842753309088,0.0432253112549913,"AT2G14580","PRB1",64.744,"NP_179064.1 basic pathogenesis-related protein 1 [Arabidopsis thaliana]"
4,"Vitvi03g01834",0.186213122538537,0.0431524185346009,"AT1G17840","ABCG11",52.73,"NP_173226.2 white-brown complex-like protein [Arabidopsis thaliana]"
4,"Vitvi03g01755",0.184716336021639,0.0429786384174324,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi00g04731",0.181746617208434,0.0426317507508704,"AT1G17840","ABCG11",55.994,"NP_173226.2 white-brown complex-like protein [Arabidopsis thaliana]"
4,"Vitvi05g01931",0.181316201616589,0.0425812401905567,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi10g04088",0.181305478676136,0.0425799810563762,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi19g01571",0.180331157431715,-0.0424654162150467,"AT3G14470","",32.886,"NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]"
4,"Vitvi09g01282",0.179506258526377,0.0423681789231466,"AT4G25150","",48.276,"NP_194245.1 HAD superfamily, subfamily IIIB acid phosphatase [Arabidopsis thaliana]"
4,"Vitvi18g02848",0.177888472463929,0.0421768268678345,"","",NA,"a match not found in blastP with e-value<0.000001"
4,"Vitvi16g04458",0.177156420156409,0.0420899536892604,"AT5G53110","",31.443,"NP_200123.2 RING/U-box superfamily protein [Arabidopsis thaliana]"
4,"Vitvi19g04196",0.174000387863021,-0.0417133537207236,"AT4G32530","",71.831,"NP_001119099.1 ATPase, F0/V0 complex, subunit C protein [Arabidopsis thaliana]"
4,"Vitvi18g02605",0.173026759765297,0.0415964854002471,"AT5G09530","PELPK1",50.442,"NP_196515.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]"
4,"Vitvi17g00819",0.170625117052687,0.0413067932733451,"AT5G14740","CA2",58.824,"NP_974782.1 carbonic anhydrase 2 [Arabidopsis thaliana]"
4,"Vitvi04g04010",0.169488670590833,0.0411690017599204,"AT5G25930","",68.519,"NP_197965.1 kiNAse family with leucine-rich repeat domain-containing protein [Arabidopsis thaliana]"
4,"Vitvi17g00078",0.16749143911753,0.0409257179677436,"AT5G41040","RWP1",75.236,"NP_851111.1 HXXXD-type acyl-transferase family protein [Arabidopsis thaliana]"
